fecha,cnae_cod,cnae_nombre,afiliados_medios_reg_general,afiliados_medios_autonomos,afiliados_medios_total
2010-08-01,20,Industria química,84140.45,3342.41,87482.86
2010-08-01,21,Fabricación de productos farmacéuticos,42653.59,108.05,42761.64
2010-08-01,22,Fabricación de productos de caucho y plásticos,88618.14,5546.23,94164.37
2010-08-01,23,Fabricación de otros productos minerales,119928.73,11983.91,131912.63999999998
2010-08-01,24,"Metalurgia; fabricación de productos de hierro, acero",86536.27,10367.55,96903.82
2010-08-01,25,"Fabricación de productos metálicos, excepto maquina.",228017.27,39783.05,267800.32
2010-08-01,26,"Fabricación de productos informáticos, electró. ópticos",32122.59,2298.45,34421.04
2010-08-01,27,Fabricación de material y equipo eléctrico,54252.45,5625.73,59878.17999999999
2010-08-01,28,Fabricación de maquinaria y equipo n.c.o.p.,109785.59,15615.41,125401
2010-08-01,29,"Fabricación de vehículos de motor, remolques",145757.05,2095,147852.05
2010-08-01,30,Fabricación de otro material de transporte,52540.86,2050.73,54591.590000000004
2010-08-01,31,Fabricación de muebles,64762.05,18757.64,83519.69
2010-08-01,32,Otras industrias manufactureras,24452.23,6284.91,30737.14
2010-08-01,33,Reparación e instalación de maquinaria y equipo,53416.18,15736.09,69152.27
2010-08-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",38603.09,1209,39812.09
2010-08-01,36,"Captación, depuración y distribución de agua",42113.45,482.32,42595.77
2010-08-01,37,Recogida y tratamiento de aguas residuales,4447.23,216.77,4664
2010-08-01,38,"Recogida, tratamiento y eliminación de residuos",96049.14,1579,97628.14
2010-08-01,39,Actividades de descontaminación y otros,1222.95,132.27,1355.22
2010-08-01,41,Construcción de edificios,481109.86,128711.95,609821.8099999999
2010-08-01,42,Ingeniería civil,75537,20235,95772
2010-08-01,43,Actividades de construcción especializada,559002.18,285368.5,844370.68
2010-08-01,45,Venta y reparación de vehículos de motor,244884.91,82622.68,327507.58999999997
2010-08-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",727171.73,168208.77,895380.5
2010-08-01,47,"Comercio al por menor, excepto de vehículos motor",1316492.82,533302.23,1849795.05
2010-08-01,49,Transporte terrestre y por tubería,370148.82,196221.64,566370.46
2010-08-01,50,Transporte marítimo y por vías navegable,748.32,200.82,949.1400000000001
2010-08-01,51,Transporte aéreo,37292.05,144.91,37436.96000000001
2010-08-01,52,Almacenamiento y actividades anexas al transporte,157754.55,5843.09,163597.63999999998
2010-08-01,53,Actividades postales y de correos,64741,4074.95,68815.95
2010-08-01,55,Servicios de alojamiento,302644.32,17956.13,320600.45
2010-08-01,56,Servicios de comidas y bebidas,746154.27,311970.64,1058124.9100000001
2010-08-01,58,Edición,62583.82,9800.27,72384.09
2010-08-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",34160.95,6536.91,40697.86
2010-08-01,60,Actividades de programación y emisión de radio y telev.,25902.68,797.27,26699.95
2010-08-01,61,Telecomunicaciones,85298.73,4555.77,89854.5
2010-08-01,62,"Programación, consultoría y otras activ. ,  Informáticas",149761.45,17984.14,167745.59000000003
2010-08-01,63,Servicios de información,17439.23,6530.09,23969.32
2010-08-01,64,"Servicios financieros, excepto seguros y fondos pens.",280543.5,2996,283539.5
2010-08-01,65,"Seguros, reaseguros y fondos de pensiones",59014.36,3827.41,62841.770000000004
2010-08-01,66,Actividades auxiliares a los servicios financieros y segur.,45519.09,44149.32,89668.41
2010-08-01,68,Actividades inmobiliarias,65592.18,29339.73,94931.90999999999
2010-08-01,69,Actividades jurídicas y de contabilidad,209678,68949.64,278627.64
2010-08-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,52955.05,15391.41,68346.46
2010-08-01,71,Servicios técnicos de arquitectura e ingeniería,178880.09,49012.45,227892.53999999998
2010-08-01,72,Investigación y desarrollo,58993.73,8867.27,67861
2010-08-01,73,Publicidad y estudios de mercado,83086.77,23003.23,106090
2010-08-01,74,"Otras actividades profesionales, científicas y técnicas",45461.5,31762.14,77223.64
2010-08-01,75,Actividades veterinarias,9839.55,8548.32,18387.87
2010-08-01,77,Actividades de alquiler,122527.45,44243.77,166771.22
2010-08-01,78,Actividades relacionadas con el empleo,119551.14,1869.86,121421
2010-08-01,79,"Actividades de agencias de viajes, operadores turis.",45239.32,10283.18,55522.5
2010-08-01,80,Actividades de seguridad e investigación,126664.05,1832.86,128496.91
2010-08-01,81,Servicios a edificios y actividades de jardinería,517553.32,44017.14,561570.46
2010-08-01,82,Actividades administrativas de oficina y activ. Aux. empresas,160508.36,23846.09,184354.44999999998
2010-08-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1095757.5,460.55,1096218.05
2010-08-01,85,Educación,581868.77,55115.5,636984.27
2010-08-01,86,Actividades sanitarias,932135.68,68734.41,1000870.0900000001
2010-08-01,87,Asistencia en establecimientos residenciales,217721.23,2396.91,220118.14
2010-08-01,88,Actividades de servicios sociales sin alojamiento,311284.86,3760.18,315045.04
2010-08-01,90,"Actividades de creación, artísticas y espectáculos",27180.68,25199.73,52380.41
2010-08-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14484,1572.05,16056.05
2010-08-01,92,Actividades de juegos de azar y apuestas,30305.5,5277.55,35583.05
2010-08-01,93,"Actividades deportivas, recreativas y de entretenimiento",123655.86,19289.86,142945.72
2010-08-01,94,Actividades asociativas,129982.36,18406.91,148389.27
2010-08-01,95,"Reparación de ordenadores, efectos personales y uso dom.",33031.64,69960.68,102992.31999999999
2010-08-01,96,Otros servicios personales,160304.27,114157.45,274461.72
2010-08-01,97,Actividades de los hogares como empleado,48028.91,316.05,48344.96000000001
2010-08-01,98,Actividades de los hogares como productores de bienes,0,0,0
2010-08-01,99,Actividades de organizaciones y organ. Extraterritoriales,2283.23,13,2296.23
2010-09-01,01,"Agricultura, ganadería, caza y servicios",35969.09,276335.27,312304.36
2010-09-01,02,Silvicultura y explotación forestal,27265.09,3188.36,30453.45
2010-09-01,03,Pesca y acuicultura,1658.77,2252.5,3911.27
2010-09-01,05,"Extracción de antracita, hulla y lignito",68.36,223.82,292.18
2010-09-01,06,Extracción de crudo de petróleo y gas natural,36.23,7,43.23
2010-09-01,07,Extracción de minerales metálicos,1488.95,67.77,1556.72
2010-09-01,08,Otras industrias extractivas,20903.36,1769.95,22673.31
2010-09-01,09,Actividades de apoyo a las industrias extractivas,1487,93.73,1580.73
2010-09-01,10,Industria de la alimentación,302579.59,38792.09,341371.68000000005
2010-09-01,11,Fabricación de bebidas,49340.41,3224.86,52565.270000000004
2010-09-01,12,Industria del tabaco,2519.41,37,2556.41
2010-09-01,13,Industria textil,40754.05,5123.36,45877.41
2010-09-01,14,Confección de prendas de vestir,47231.32,12327.32,59558.64
2010-09-01,15,Industria del cuero y del calzado,27874.18,4871.23,32745.41
2010-09-01,16,"Industria de la madera y del corcho, excepto muebles",56015.55,19531.18,75546.73000000001
2010-09-01,17,Industria del papel,43094.5,1635.05,44729.55
2010-09-01,18,Artes gráficas y reproducción de soportes grabados,67182.64,15316.45,82499.09
2010-09-01,19,Coquerías y refino de petróleo,9182.5,38.64,9221.14
2010-09-01,20,Industria química,83916.5,3334.82,87251.32
2010-09-01,21,Fabricación de productos farmacéuticos,42930.14,109.64,43039.78
2010-09-01,22,Fabricación de productos de caucho y plásticos,89161.64,5529.05,94690.69
2010-09-01,23,Fabricación de otros productos minerales,119885.27,11974.27,131859.54
2010-09-01,24,"Metalurgia; fabricación de productos de hierro, acero",86495.77,10306.64,96802.41
2010-09-01,25,"Fabricación de productos metálicos, excepto maquina.",227573.5,39722.18,267295.68
2010-09-01,26,"Fabricación de productos informáticos, electró. ópticos",32090.86,2298.55,34389.41
2010-09-01,27,Fabricación de material y equipo eléctrico,54472.14,5627.23,60099.369999999995
2010-09-01,28,Fabricación de maquinaria y equipo n.c.o.p.,110219.77,15576.68,125796.45000000001
2010-09-01,29,"Fabricación de vehículos de motor, remolques",146025.23,2100.09,148125.32
2010-09-01,30,Fabricación de otro material de transporte,52652.64,2048.41,54701.05
2010-09-01,31,Fabricación de muebles,64922.73,18701.73,83624.46
2010-09-01,32,Otras industrias manufactureras,24684.27,6306.64,30990.91
2010-09-01,33,Reparación e instalación de maquinaria y equipo,53247.68,15724.55,68972.23
2010-09-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",38527.05,1218.18,39745.23
2010-09-01,36,"Captación, depuración y distribución de agua",41582.32,480.18,42062.5
2010-09-01,37,Recogida y tratamiento de aguas residuales,4441.09,216.36,4657.45
2010-09-01,38,"Recogida, tratamiento y eliminación de residuos",93536.45,1580.86,95117.31
2010-09-01,39,Actividades de descontaminación y otros,1218.91,132.91,1351.8200000000002
2010-09-01,41,Construcción de edificios,477729.64,128089.45,605819.09
2010-09-01,42,Ingeniería civil,74770.91,19943,94713.91
2010-09-01,43,Actividades de construcción especializada,551870.91,284612.18,836483.0900000001
2010-09-01,45,Venta y reparación de vehículos de motor,243556.36,82609.82,326166.18
2010-09-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",728164.77,168283.82,896448.5900000001
2010-09-01,47,"Comercio al por menor, excepto de vehículos motor",1289842.5,532560.41,1822402.9100000001
2010-09-01,49,Transporte terrestre y por tubería,373141.27,195659.82,568801.0900000001
2010-09-01,50,Transporte marítimo y por vías navegable,721.55,197.14,918.6899999999999
2010-09-01,51,Transporte aéreo,37153.73,144.14,37297.87
2010-09-01,52,Almacenamiento y actividades anexas al transporte,157130.09,5856.27,162986.36
2010-09-01,53,Actividades postales y de correos,64502.18,4097.91,68600.09
2010-09-01,55,Servicios de alojamiento,281449.82,17750.54,299200.36
2010-09-01,56,Servicios de comidas y bebidas,735882.5,310174,1046056.5
2010-09-01,58,Edición,62566,9782.18,72348.18
2010-09-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",34842.73,6549.95,41392.68
2010-09-01,60,Actividades de programación y emisión de radio y telev.,26002.18,797.82,26800
2010-09-01,61,Telecomunicaciones,85537.86,4566.82,90104.68
2010-09-01,62,"Programación, consultoría y otras activ. ,  Informáticas",150564.36,18074.64,168639
2010-09-01,63,Servicios de información,18098.73,6609.82,24708.55
2010-09-01,64,"Servicios financieros, excepto seguros y fondos pens.",279409.23,2988.14,282397.37
2010-09-01,65,"Seguros, reaseguros y fondos de pensiones",58704.32,3814.59,62518.91
2010-09-01,66,Actividades auxiliares a los servicios financieros y segur.,45097.91,44148.91,89246.82
2010-09-01,68,Actividades inmobiliarias,65137.55,29347.45,94485
2010-09-01,69,Actividades jurídicas y de contabilidad,210379.32,69068.09,279447.41000000003
2010-09-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,53669.23,15414.18,69083.41
2010-09-01,71,Servicios técnicos de arquitectura e ingeniería,177471.95,49099.45,226571.40000000002
2010-09-01,72,Investigación y desarrollo,59554.32,9024.68,68579
2010-09-01,73,Publicidad y estudios de mercado,86548.41,23080.27,109628.68000000001
2010-09-01,74,"Otras actividades profesionales, científicas y técnicas",46202.95,32113.23,78316.18
2010-09-01,75,Actividades veterinarias,9783.36,8589.14,18372.5
2010-09-01,77,Actividades de alquiler,121579.14,43902.59,165481.72999999998
2010-09-01,78,Actividades relacionadas con el empleo,126752.5,1872.5,128625
2010-09-01,79,"Actividades de agencias de viajes, operadores turis.",44478.05,10302.64,54780.69
2010-09-01,80,Actividades de seguridad e investigación,125673.23,1836.82,127510.05
2010-09-01,81,Servicios a edificios y actividades de jardinería,519497.95,43902.32,563400.27
2010-09-01,82,Actividades administrativas de oficina y activ. Aux. empresas,167041.91,24144.36,191186.27000000002
2010-09-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1076583.41,458.41,1077041.8199999998
2010-09-01,85,Educación,612590.32,56045.32,668635.6399999999
2010-09-01,86,Actividades sanitarias,913716.64,69076.27,982792.91
2010-09-01,87,Asistencia en establecimientos residenciales,213793.86,2397.55,216191.40999999997
2010-09-01,88,Actividades de servicios sociales sin alojamiento,317085.86,3774.55,320860.41
2010-09-01,90,"Actividades de creación, artísticas y espectáculos",27628.91,25321,52949.91
2010-09-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",13972.23,1572.59,15544.82
2010-09-01,92,Actividades de juegos de azar y apuestas,29950.05,5293.68,35243.729999999996
2010-09-01,93,"Actividades deportivas, recreativas y de entretenimiento",115758.32,19097.77,134856.09
2010-09-01,94,Actividades asociativas,131552.41,18189.91,149742.32
2010-09-01,95,"Reparación de ordenadores, efectos personales y uso dom.",32805.91,69732,102537.91
2010-09-01,96,Otros servicios personales,158651.23,114366.14,273017.37
2010-09-01,97,Actividades de los hogares como empleado,44860.55,311.41,45171.96000000001
2010-09-01,98,Actividades de los hogares como productores de bienes,0,0,0
2010-09-01,99,Actividades de organizaciones y organ. Extraterritoriales,2279.59,14,2293.59
2010-10-01,01,"Agricultura, ganadería, caza y servicios",35729.1,275500.6,311229.69999999995
2010-10-01,02,Silvicultura y explotación forestal,22919.45,3211.15,26130.600000000002
2010-10-01,03,Pesca y acuicultura,1641.95,2225.1,3867.05
2010-10-01,05,"Extracción de antracita, hulla y lignito",69.9,220.25,290.15
2010-10-01,06,Extracción de crudo de petróleo y gas natural,36.6,7,43.6
2010-10-01,07,Extracción de minerales metálicos,1487.7,65.4,1553.1000000000001
2010-10-01,08,Otras industrias extractivas,20642.75,1750.95,22393.7
2010-10-01,09,Actividades de apoyo a las industrias extractivas,1499.25,94.35,1593.6
2010-10-01,10,Industria de la alimentación,302626.15,38795.4,341421.55000000005
2010-10-01,11,Fabricación de bebidas,49451.35,3223.15,52674.5
2010-10-01,12,Industria del tabaco,2596.7,35.65,2632.35
2010-10-01,13,Industria textil,40967.85,5124.1,46091.95
2010-10-01,14,Confección de prendas de vestir,47079,12331.9,59410.9
2010-10-01,15,Industria del cuero y del calzado,27618.1,4865.2,32483.3
2010-10-01,16,"Industria de la madera y del corcho, excepto muebles",56323.25,19456.5,75779.75
2010-10-01,17,Industria del papel,42963.75,1642.45,44606.2
2010-10-01,18,Artes gráficas y reproducción de soportes grabados,67263.2,15341.2,82604.4
2010-10-01,19,Coquerías y refino de petróleo,9198.45,38,9236.45
2010-10-01,20,Industria química,83752.7,3332.65,87085.34999999999
2010-10-01,21,Fabricación de productos farmacéuticos,42997.55,111.85,43109.4
2010-10-01,22,Fabricación de productos de caucho y plásticos,89357.9,5508.25,94866.15
2010-10-01,23,Fabricación de otros productos minerales,119143.45,11927.95,131071.4
2010-10-01,24,"Metalurgia; fabricación de productos de hierro, acero",85339.45,10247.2,95586.65
2010-10-01,25,"Fabricación de productos metálicos, excepto maquina.",227711.2,39666.4,267377.60000000003
2010-10-01,26,"Fabricación de productos informáticos, electró. ópticos",32214.45,2307.35,34521.8
2010-10-01,27,Fabricación de material y equipo eléctrico,54343.9,5616.9,59960.8
2010-10-01,28,Fabricación de maquinaria y equipo n.c.o.p.,110172.65,15539.45,125712.09999999999
2010-10-01,29,"Fabricación de vehículos de motor, remolques",146001.1,2109.3,148110.4
2010-10-01,30,Fabricación de otro material de transporte,52560.2,2032.55,54592.75
2010-10-01,31,Fabricación de muebles,64771.1,18610.9,83382
2010-10-01,32,Otras industrias manufactureras,24778.9,6339.8,31118.7
2010-10-01,33,Reparación e instalación de maquinaria y equipo,53558.4,15735.3,69293.7
2010-10-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",38868,1226.75,40094.75
2010-10-01,36,"Captación, depuración y distribución de agua",40657.65,474.65,41132.3
2010-10-01,37,Recogida y tratamiento de aguas residuales,4549.6,216.6,4766.200000000001
2010-10-01,38,"Recogida, tratamiento y eliminación de residuos",88707.6,1569.55,90277.15000000001
2010-10-01,39,Actividades de descontaminación y otros,1179.65,130.3,1309.95
2010-10-01,41,Construcción de edificios,477556.2,127400.7,604956.9
2010-10-01,42,Ingeniería civil,73974,19579.95,93553.95
2010-10-01,43,Actividades de construcción especializada,547944.55,283579.6,831524.15
2010-10-01,45,Venta y reparación de vehículos de motor,242286.65,82634.8,324921.45
2010-10-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",739516.25,168514.2,908030.45
2010-10-01,47,"Comercio al por menor, excepto de vehículos motor",1271160.3,530940.95,1802101.25
2010-10-01,49,Transporte terrestre y por tubería,375004.7,195361.2,570365.9
2010-10-01,50,Transporte marítimo y por vías navegable,697.25,189.95,887.2
2010-10-01,51,Transporte aéreo,36399.6,142.55,36542.15
2010-10-01,52,Almacenamiento y actividades anexas al transporte,155845.2,5848.75,161693.95
2010-10-01,53,Actividades postales y de correos,63285.1,4138.2,67423.3
2010-10-01,55,Servicios de alojamiento,253029.5,17256.2,270285.7
2010-10-01,56,Servicios de comidas y bebidas,730671.55,306867.7,1037539.25
2010-10-01,58,Edición,62379.9,9763.9,72143.8
2010-10-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",34781.65,6590.55,41372.200000000004
2010-10-01,60,Actividades de programación y emisión de radio y telev.,26017.55,803.1,26820.649999999998
2010-10-01,61,Telecomunicaciones,86033.1,4615.05,90648.15000000001
2010-10-01,62,"Programación, consultoría y otras activ. ,  Informáticas",151917.9,18253.45,170171.35
2010-10-01,63,Servicios de información,18941.65,6655.3,25596.95
2010-10-01,64,"Servicios financieros, excepto seguros y fondos pens.",277603.2,2995,280598.2
2010-10-01,65,"Seguros, reaseguros y fondos de pensiones",58482.8,3820.75,62303.55
2010-10-01,66,Actividades auxiliares a los servicios financieros y segur.,44982.9,44497.15,89480.05
2010-10-01,68,Actividades inmobiliarias,64866.85,29373.75,94240.6
2010-10-01,69,Actividades jurídicas y de contabilidad,211214.65,69296.4,280511.05
2010-10-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,54599.85,15525.7,70125.55
2010-10-01,71,Servicios técnicos de arquitectura e ingeniería,176648.4,49132.9,225781.3
2010-10-01,72,Investigación y desarrollo,59784.4,9218.25,69002.65
2010-10-01,73,Publicidad y estudios de mercado,88125.75,23250.4,111376.15
2010-10-01,74,"Otras actividades profesionales, científicas y técnicas",46359.75,32454.55,78814.3
2010-10-01,75,Actividades veterinarias,9753.5,8626.15,18379.65
2010-10-01,77,Actividades de alquiler,119743.35,43250.7,162994.05
2010-10-01,78,Actividades relacionadas con el empleo,125797.4,1870.85,127668.25
2010-10-01,79,"Actividades de agencias de viajes, operadores turis.",43523.55,10269.45,53793
2010-10-01,80,Actividades de seguridad e investigación,123944.45,1850.8,125795.25
2010-10-01,81,Servicios a edificios y actividades de jardinería,502931.05,43716.1,546647.15
2010-10-01,82,Actividades administrativas de oficina y activ. Aux. empresas,173336.7,24332.6,197669.30000000002
2010-10-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1080332.2,456.35,1080788.55
2010-10-01,85,Educación,683922.7,58835.5,742758.2
2010-10-01,86,Actividades sanitarias,875254.95,69666.45,944921.3999999999
2010-10-01,87,Asistencia en establecimientos residenciales,208526.4,2394.65,210921.05
2010-10-01,88,Actividades de servicios sociales sin alojamiento,322946.05,3803.85,326749.89999999997
2010-10-01,90,"Actividades de creación, artísticas y espectáculos",27407.9,25261.35,52669.25
2010-10-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14093.85,1570.25,15664.1
2010-10-01,92,Actividades de juegos de azar y apuestas,29322.9,5308.95,34631.85
2010-10-01,93,"Actividades deportivas, recreativas y de entretenimiento",121434.05,18585.95,140020
2010-10-01,94,Actividades asociativas,136525.4,18091.6,154617
2010-10-01,95,"Reparación de ordenadores, efectos personales y uso dom.",32664.9,69443.65,102108.54999999999
2010-10-01,96,Otros servicios personales,157692.6,114470.7,272163.3
2010-10-01,97,Actividades de los hogares como empleado,43265.2,315.4,43580.6
2010-10-01,98,Actividades de los hogares como productores de bienes,0,0,0
2010-10-01,99,Actividades de organizaciones y organ. Extraterritoriales,2255.6,14,2269.6
2010-11-01,01,"Agricultura, ganadería, caza y servicios",35349.29,274576.24,309925.52999999997
2010-11-01,02,Silvicultura y explotación forestal,21001.14,3247.86,24249
2010-11-01,03,Pesca y acuicultura,1628.14,2203.9,3832.04
2010-11-01,05,"Extracción de antracita, hulla y lignito",69.9,218.67,288.57
2010-11-01,06,Extracción de crudo de petróleo y gas natural,37.52,7,44.52
2010-11-01,07,Extracción de minerales metálicos,1501.33,64.24,1565.57
2010-11-01,08,Otras industrias extractivas,20452.19,1743.52,22195.71
2010-11-01,09,Actividades de apoyo a las industrias extractivas,1512.86,95.19,1608.05
2010-11-01,10,Industria de la alimentación,303265.38,38879.57,342144.95
2010-11-01,11,Fabricación de bebidas,47250.9,3201.33,50452.23
2010-11-01,12,Industria del tabaco,2783.14,35.28,2818.42
2010-11-01,13,Industria textil,41035.76,5103.33,46139.090000000004
2010-11-01,14,Confección de prendas de vestir,47165.38,12333.38,59498.759999999995
2010-11-01,15,Industria del cuero y del calzado,29488.86,4878.57,34367.43
2010-11-01,16,"Industria de la madera y del corcho, excepto muebles",56508,19350.9,75858.9
2010-11-01,17,Industria del papel,43045.67,1643.81,44689.479999999996
2010-11-01,18,Artes gráficas y reproducción de soportes grabados,67288.81,15379.71,82668.51999999999
2010-11-01,19,Coquerías y refino de petróleo,9185.24,38,9223.24
2010-11-01,20,Industria química,83685.1,3329.05,87014.15000000001
2010-11-01,21,Fabricación de productos farmacéuticos,43001.24,111.9,43113.14
2010-11-01,22,Fabricación de productos de caucho y plásticos,89466.52,5501.67,94968.19
2010-11-01,23,Fabricación de otros productos minerales,117788.81,11893.76,129682.56999999999
2010-11-01,24,"Metalurgia; fabricación de productos de hierro, acero",85056.71,10180.24,95236.95000000001
2010-11-01,25,"Fabricación de productos metálicos, excepto maquina.",227622.62,39598.24,267220.86
2010-11-01,26,"Fabricación de productos informáticos, electró. ópticos",32321.52,2314.76,34636.28
2010-11-01,27,Fabricación de material y equipo eléctrico,54234.62,5597.29,59831.91
2010-11-01,28,Fabricación de maquinaria y equipo n.c.o.p.,110054.95,15489.52,125544.47
2010-11-01,29,"Fabricación de vehículos de motor, remolques",145802.52,2103.48,147906
2010-11-01,30,Fabricación de otro material de transporte,52250.52,2013.1,54263.619999999995
2010-11-01,31,Fabricación de muebles,64510.24,18527.24,83037.48
2010-11-01,32,Otras industrias manufactureras,24702.24,6369.81,31072.050000000003
2010-11-01,33,Reparación e instalación de maquinaria y equipo,53831,15751.81,69582.81
2010-11-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",38901.86,1227.38,40129.24
2010-11-01,36,"Captación, depuración y distribución de agua",40381.57,472.62,40854.19
2010-11-01,37,Recogida y tratamiento de aguas residuales,4572.05,218.1,4790.1500000000005
2010-11-01,38,"Recogida, tratamiento y eliminación de residuos",88373,1567.95,89940.95
2010-11-01,39,Actividades de descontaminación y otros,1164.24,129.52,1293.76
2010-11-01,41,Construcción de edificios,474857.14,126365.48,601222.62
2010-11-01,42,Ingeniería civil,73604.81,19220.43,92825.23999999999
2010-11-01,43,Actividades de construcción especializada,546446.43,282265.86,828712.29
2010-11-01,45,Venta y reparación de vehículos de motor,241453.33,82590.33,324043.66
2010-11-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",751492.48,168594.62,920087.1
2010-11-01,47,"Comercio al por menor, excepto de vehículos motor",1271783.1,529889.67,1801672.77
2010-11-01,49,Transporte terrestre y por tubería,375320.67,195123.05,570443.72
2010-11-01,50,Transporte marítimo y por vías navegable,685.67,183.14,868.81
2010-11-01,51,Transporte aéreo,35755.9,140.9,35896.8
2010-11-01,52,Almacenamiento y actividades anexas al transporte,154586.95,5858.71,160445.66
2010-11-01,53,Actividades postales y de correos,61811.24,4145.1,65956.34
2010-11-01,55,Servicios de alojamiento,210130.05,16860.14,226990.19
2010-11-01,56,Servicios de comidas y bebidas,707583.52,303693.57,1011277.0900000001
2010-11-01,58,Edición,62622.9,9732.57,72355.47
2010-11-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",34815.38,6623.9,41439.28
2010-11-01,60,Actividades de programación y emisión de radio y telev.,25861.67,809.71,26671.379999999997
2010-11-01,61,Telecomunicaciones,85782.71,4709.19,90491.90000000001
2010-11-01,62,"Programación, consultoría y otras activ. ,  Informáticas",152873.62,18461.19,171334.81
2010-11-01,63,Servicios de información,19198.05,6630.62,25828.67
2010-11-01,64,"Servicios financieros, excepto seguros y fondos pens.",276672.28,3008.14,279680.42000000004
2010-11-01,65,"Seguros, reaseguros y fondos de pensiones",58424.62,3807.1,62231.72
2010-11-01,66,Actividades auxiliares a los servicios financieros y segur.,44884.81,44680.05,89564.86
2010-11-01,68,Actividades inmobiliarias,64741.57,29396.43,94138
2010-11-01,69,Actividades jurídicas y de contabilidad,211508.57,69500.05,281008.62
2010-11-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,54638.71,15701.05,70339.76
2010-11-01,71,Servicios técnicos de arquitectura e ingeniería,176144.43,49223.48,225367.91
2010-11-01,72,Investigación y desarrollo,60247.43,9301.95,69549.38
2010-11-01,73,Publicidad y estudios de mercado,89205.76,23357.43,112563.19
2010-11-01,74,"Otras actividades profesionales, científicas y técnicas",46788.14,32695.14,79483.28
2010-11-01,75,Actividades veterinarias,9799.09,8643.9,18442.989999999998
2010-11-01,77,Actividades de alquiler,117021.24,42704.33,159725.57
2010-11-01,78,Actividades relacionadas con el empleo,127561,1874.67,129435.67
2010-11-01,79,"Actividades de agencias de viajes, operadores turis.",42164.57,10104,52268.57
2010-11-01,80,Actividades de seguridad e investigación,123321.9,1847.48,125169.37999999999
2010-11-01,81,Servicios a edificios y actividades de jardinería,499216.43,43507.9,542724.33
2010-11-01,82,Actividades administrativas de oficina y activ. Aux. empresas,175884.95,24332.05,200217
2010-11-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1087790.28,460.29,1088250.57
2010-11-01,85,Educación,708631.67,60400.48,769032.15
2010-11-01,86,Actividades sanitarias,869781.76,70173.05,939954.81
2010-11-01,87,Asistencia en establecimientos residenciales,208363.9,2410,210773.9
2010-11-01,88,Actividades de servicios sociales sin alojamiento,327710.52,3820.38,331530.9
2010-11-01,90,"Actividades de creación, artísticas y espectáculos",26869.48,25158.1,52027.58
2010-11-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14218.62,1583.24,15801.86
2010-11-01,92,Actividades de juegos de azar y apuestas,29112.48,5322.95,34435.43
2010-11-01,93,"Actividades deportivas, recreativas y de entretenimiento",123845.38,18291.24,142136.62
2010-11-01,94,Actividades asociativas,138993.05,18000.38,156993.43
2010-11-01,95,"Reparación de ordenadores, efectos personales y uso dom.",32561.81,69176,101737.81
2010-11-01,96,Otros servicios personales,156551.57,114633.86,271185.43
2010-11-01,97,Actividades de los hogares como empleado,43114,319.9,43433.9
2010-11-01,98,Actividades de los hogares como productores de bienes,0,0,0
2010-11-01,99,Actividades de organizaciones y organ. Extraterritoriales,2276.48,14,2290.48
2010-12-01,01,"Agricultura, ganadería, caza y servicios",34817.79,273750.95,308568.74
2010-12-01,02,Silvicultura y explotación forestal,19563.58,3265.11,22828.690000000002
2010-12-01,03,Pesca y acuicultura,1620.37,2188.53,3808.9
2010-12-01,05,"Extracción de antracita, hulla y lignito",70.05,214.05,284.1
2010-12-01,06,Extracción de crudo de petróleo y gas natural,38.26,7,45.26
2010-12-01,07,Extracción de minerales metálicos,1503.32,61,1564.32
2010-12-01,08,Otras industrias extractivas,20038.21,1735.37,21773.579999999998
2010-12-01,09,Actividades de apoyo a las industrias extractivas,1513.95,93.95,1607.9
2010-12-01,10,Industria de la alimentación,300048.53,39050.89,339099.42000000004
2010-12-01,11,Fabricación de bebidas,46407.26,3190.16,49597.42
2010-12-01,12,Industria del tabaco,2854.05,34.53,2888.5800000000004
2010-12-01,13,Industria textil,40749.11,5091.84,45840.95
2010-12-01,14,Confección de prendas de vestir,46618.16,12300.95,58919.11
