fecha,cnae_cod,cnae_nombre,afiliados_medios_reg_general,afiliados_medios_autonomos,afiliados_medios_total
2013-09-01,05,"Extracción de antracita, hulla y lignito",62.24,153.52,215.76000000000002
2013-09-01,06,Extracción de crudo de petróleo y gas natural,52.95,7.24,60.190000000000005
2013-09-01,07,Extracción de minerales metálicos,2023.1,44.95,2068.0499999999997
2013-09-01,08,Otras industrias extractivas,14613.48,1468.29,16081.77
2013-09-01,09,Actividades de apoyo a las industrias extractivas,1701.81,72.38,1774.19
2013-09-01,10,Industria de la alimentación,290802.24,41128.81,331931.05
2013-09-01,11,Fabricación de bebidas,45711.81,3077.52,48789.329999999994
2013-09-01,12,Industria del tabaco,2129,42.1,2171.1
2013-09-01,13,Industria textil,36260.67,4940.24,41200.909999999996
2013-09-01,14,Confección de prendas de vestir,36144.24,10785.52,46929.759999999995
2013-09-01,15,Industria del cuero y del calzado,30723.57,4699.14,35422.71
2013-09-01,16,"Industria de la madera y del corcho, excepto muebles",39703.48,15872.52,55576
2013-09-01,17,Industria del papel,38635,1473,40108
2013-09-01,18,Artes gráficas y reproducción de soportes grabados,53622.14,14740.9,68363.04
2013-09-01,19,Coquerías y refino de petróleo,8968.33,35,9003.33
2013-09-01,20,Industria química,81318.9,3219.71,84538.61
2013-09-01,21,Fabricación de productos farmacéuticos,41746.95,133,41879.95
2013-09-01,22,Fabricación de productos de caucho y plásticos,80542.29,5142.9,85685.18999999999
2013-09-01,23,Fabricación de otros productos minerales,83307.38,10240.81,93548.19
2013-09-01,24,"Metalurgia; fabricación de productos de hierro, acero",70519.81,8518.19,79038
2013-09-01,25,"Fabricación de productos metálicos, excepto maquina.",185458.19,36226.81,221685
2013-09-01,26,"Fabricación de productos informáticos, electró. ópticos",27904.43,2163.52,30067.95
2013-09-01,27,Fabricación de material y equipo eléctrico,43249,4975.48,48224.479999999996
2013-09-01,28,Fabricación de maquinaria y equipo n.c.o.p.,97461.05,13710.76,111171.81
2013-09-01,29,"Fabricación de vehículos de motor, remolques",139684.76,1953.14,141637.90000000002
2013-09-01,30,Fabricación de otro material de transporte,48682.48,1689.1,50371.58
2013-09-01,31,Fabricación de muebles,42553.38,15413.86,57967.24
2013-09-01,32,Otras industrias manufactureras,23324.95,6573.9,29898.85
2013-09-01,33,Reparación e instalación de maquinaria y equipo,52386.86,16328.29,68715.15
2013-09-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",37954,1329.33,39283.33
2013-09-01,36,"Captación, depuración y distribución de agua",39980.33,424.19,40404.520000000004
2013-09-01,37,Recogida y tratamiento de aguas residuales,4909.48,251.19,5160.669999999999
2013-09-01,38,"Recogida, tratamiento y eliminación de residuos",85985,1554.52,87539.52
2013-09-01,39,Actividades de descontaminación y otros,1276.33,136.57,1412.8999999999999
2013-09-01,41,Construcción de edificios,241651.52,101392.05,343043.57
2013-09-01,42,Ingeniería civil,40202.19,10853.33,51055.520000000004
2013-09-01,43,Actividades de construcción especializada,350597.76,241497.52,592095.28
2013-09-01,45,Venta y reparación de vehículos de motor,210599.1,84149.71,294748.81
2013-09-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",676541.29,168824.38,845365.67
2013-09-01,47,"Comercio al por menor, excepto de vehículos motor",1228227.48,536826.9,1765054.38
2013-09-01,49,Transporte terrestre y por tubería,334380,183213.62,517593.62
2013-09-01,50,Transporte marítimo y por vías navegable,561.38,234.43,795.81
2013-09-01,51,Transporte aéreo,31996.24,199.62,32195.86
2013-09-01,52,Almacenamiento y actividades anexas al transporte,155349.86,5928.43,161278.28999999998
2013-09-01,53,Actividades postales y de correos,56834.71,4744.05,61578.76
2013-09-01,55,Servicios de alojamiento,288254.48,17730.76,305985.24
2013-09-01,56,Servicios de comidas y bebidas,768838.05,313803.9,1082641.9500000002
2013-09-01,58,Edición,48370.24,8834.05,57204.28999999999
2013-09-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",26023.1,6140.43,32163.53
2013-09-01,60,Actividades de programación y emisión de radio y telev.,22477.81,881.52,23359.33
2013-09-01,61,Telecomunicaciones,77353.33,5385,82738.33
2013-09-01,62,"Programación, consultoría y otras activ. ,  Informáticas",164437.14,21859.67,186296.81
2013-09-01,63,Servicios de información,18476.1,7061.9,25538
2013-09-01,64,"Servicios financieros, excepto seguros y fondos pens.",238884.86,3491.24,242376.09999999998
2013-09-01,65,"Seguros, reaseguros y fondos de pensiones",56671.76,3426.19,60097.950000000004
2013-09-01,66,Actividades auxiliares a los servicios financieros y segur.,45532,46918.62,92450.62
2013-09-01,68,Actividades inmobiliarias,68807.14,30483.38,99290.52
2013-09-01,69,Actividades jurídicas y de contabilidad,197631.52,74509.14,272140.66
2013-09-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,54761.86,18719.19,73481.05
2013-09-01,71,Servicios técnicos de arquitectura e ingeniería,147998.33,50297.71,198296.03999999998
2013-09-01,72,Investigación y desarrollo,63221.38,9187.57,72408.95
2013-09-01,73,Publicidad y estudios de mercado,77204.71,24128.05,101332.76000000001
2013-09-01,74,"Otras actividades profesionales, científicas y técnicas",51037.71,36435.86,87473.57
2013-09-01,75,Actividades veterinarias,10279.86,9586.43,19866.29
2013-09-01,77,Actividades de alquiler,82602.33,32571,115173.33
2013-09-01,78,Actividades relacionadas con el empleo,126042.67,1997.76,128040.43
2013-09-01,79,"Actividades de agencias de viajes, operadores turis.",40432.38,10886.24,51318.619999999995
2013-09-01,80,Actividades de seguridad e investigación,115258.76,1941.43,117200.18999999999
2013-09-01,81,Servicios a edificios y actividades de jardinería,497856.57,42914.62,540771.1900000001
2013-09-01,82,Actividades administrativas de oficina y activ. Aux. empresas,189504.86,28307.33,217812.19
2013-09-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,962636.24,514.86,963151.1
2013-09-01,85,Educación,608166.95,62079.24,670246.19
2013-09-01,86,Actividades sanitarias,885547.52,80403.43,965950.95
2013-09-01,87,Asistencia en establecimientos residenciales,227550,2448.71,229998.71
2013-09-01,88,Actividades de servicios sociales sin alojamiento,200179.86,4109.52,204289.37999999998
2013-09-01,90,"Actividades de creación, artísticas y espectáculos",25404.86,23970,49374.86
2013-09-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",12571,1333.9,13904.9
2013-09-01,92,Actividades de juegos de azar y apuestas,26017.95,5580.05,31598
2013-09-01,93,"Actividades deportivas, recreativas y de entretenimiento",121109.29,21436.33,142545.62
2013-09-01,94,Actividades asociativas,111264.43,16173.19,127437.62
2013-09-01,95,"Reparación de ordenadores, efectos personales y uso dom.",28969.48,58019.1,86988.58
2013-09-01,96,Otros servicios personales,147276.43,119873.95,267150.38
2013-09-01,97,Actividades de los hogares como empleado,47364.76,469.05,47833.810000000005
2013-09-01,98,Actividades de los hogares como productores de bienes,0,0,0
2013-09-01,99,Actividades de organizaciones y organ. Extraterritoriales,2851.57,44.05,2895.6200000000003
2013-10-01,01,"Agricultura, ganadería, caza y servicios",37491.7,259569.04,297060.74
2013-10-01,02,Silvicultura y explotación forestal,16266.7,4166.22,20432.920000000002
2013-10-01,03,Pesca y acuicultura,1572.3,1613.22,3185.52
2013-10-01,05,"Extracción de antracita, hulla y lignito",62,153.91,215.91
2013-10-01,06,Extracción de crudo de petróleo y gas natural,51.04,7.48,58.519999999999996
2013-10-01,07,Extracción de minerales metálicos,2011.26,44.17,2055.43
2013-10-01,08,Otras industrias extractivas,14494.09,1462.52,15956.61
2013-10-01,09,Actividades de apoyo a las industrias extractivas,1702.35,72.57,1774.9199999999998
2013-10-01,10,Industria de la alimentación,289371.91,41154.48,330526.38999999996
2013-10-01,11,Fabricación de bebidas,47192.13,3098.74,50290.869999999995
2013-10-01,12,Industria del tabaco,2206.57,42,2248.57
2013-10-01,13,Industria textil,36633.57,4975,41608.57
2013-10-01,14,Confección de prendas de vestir,36328.3,10840.83,47169.130000000005
2013-10-01,15,Industria del cuero y del calzado,31185.96,4696.52,35882.479999999996
2013-10-01,16,"Industria de la madera y del corcho, excepto muebles",40422.48,15820.7,56243.18000000001
2013-10-01,17,Industria del papel,38506.78,1472.61,39979.39
2013-10-01,18,Artes gráficas y reproducción de soportes grabados,53706.91,14828.7,68535.61
2013-10-01,19,Coquerías y refino de petróleo,8953.48,34,8987.48
2013-10-01,20,Industria química,80548.48,3225.04,83773.51999999999
2013-10-01,21,Fabricación de productos farmacéuticos,42178.17,133.04,42311.21
2013-10-01,22,Fabricación de productos de caucho y plásticos,80623.35,5132.61,85755.96
2013-10-01,23,Fabricación de otros productos minerales,82801.17,10202.3,93003.47
2013-10-01,24,"Metalurgia; fabricación de productos de hierro, acero",70336.35,8479.61,78815.96
2013-10-01,25,"Fabricación de productos metálicos, excepto maquina.",186521.48,36259.48,222780.96000000002
2013-10-01,26,"Fabricación de productos informáticos, electró. ópticos",27975.78,2171.91,30147.69
2013-10-01,27,Fabricación de material y equipo eléctrico,42919.43,4956.7,47876.13
2013-10-01,28,Fabricación de maquinaria y equipo n.c.o.p.,97421.83,13693.3,111115.13
2013-10-01,29,"Fabricación de vehículos de motor, remolques",139481.52,1961.65,141443.16999999998
2013-10-01,30,Fabricación de otro material de transporte,49010.87,1674.3,50685.170000000006
2013-10-01,31,Fabricación de muebles,42779.22,15410.91,58190.130000000005
2013-10-01,32,Otras industrias manufactureras,23508.52,6637.91,30146.43
2013-10-01,33,Reparación e instalación de maquinaria y equipo,52936.61,16404.91,69341.52
2013-10-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",37961.09,1340.91,39302
2013-10-01,36,"Captación, depuración y distribución de agua",39444.87,422.22,39867.090000000004
2013-10-01,37,Recogida y tratamiento de aguas residuales,4813.74,252.87,5066.61
2013-10-01,38,"Recogida, tratamiento y eliminación de residuos",82405.35,1556.78,83962.13
2013-10-01,39,Actividades de descontaminación y otros,1319,136.61,1455.6100000000001
2013-10-01,41,Construcción de edificios,242730.87,101403.96,344134.83
2013-10-01,42,Ingeniería civil,40433.48,10732.52,51166
2013-10-01,43,Actividades de construcción especializada,351506.52,241666.3,593172.8200000001
2013-10-01,45,Venta y reparación de vehículos de motor,209769.43,84308.39,294077.82
2013-10-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",689097.04,169576.91,858673.9500000001
2013-10-01,47,"Comercio al por menor, excepto de vehículos motor",1209374.87,535805.87,1745180.7400000002
2013-10-01,49,Transporte terrestre y por tubería,336323.13,183258.61,519581.74
2013-10-01,50,Transporte marítimo y por vías navegable,511.52,227.35,738.87
2013-10-01,51,Transporte aéreo,31253.04,197.09,31450.13
2013-10-01,52,Almacenamiento y actividades anexas al transporte,154526.7,5911.39,160438.09000000003
2013-10-01,53,Actividades postales y de correos,55661.96,4786,60447.96
2013-10-01,55,Servicios de alojamiento,252446.96,17187.65,269634.61
2013-10-01,56,Servicios de comidas y bebidas,748913.26,308917,1057830.26
2013-10-01,58,Edición,48482.7,8878.48,57361.17999999999
2013-10-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",26787.3,6197.17,32984.47
2013-10-01,60,Actividades de programación y emisión de radio y telev.,22506.7,889.87,23396.57
2013-10-01,61,Telecomunicaciones,77875.13,5390.26,83265.39
2013-10-01,62,"Programación, consultoría y otras activ. ,  Informáticas",165196.7,22118.61,187315.31
2013-10-01,63,Servicios de información,18988.96,7130.39,26119.35
2013-10-01,64,"Servicios financieros, excepto seguros y fondos pens.",236256.26,3500.52,239756.78
2013-10-01,65,"Seguros, reaseguros y fondos de pensiones",56593.09,3424.52,60017.60999999999
2013-10-01,66,Actividades auxiliares a los servicios financieros y segur.,46017.39,47199.87,93217.26000000001
2013-10-01,68,Actividades inmobiliarias,68943.04,30580.65,99523.69
2013-10-01,69,Actividades jurídicas y de contabilidad,200816,75000.43,275816.43
2013-10-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,55053.13,18921.04,73974.17
2013-10-01,71,Servicios técnicos de arquitectura e ingeniería,149151.57,50882.65,200034.22
2013-10-01,72,Investigación y desarrollo,63623.3,9553.78,73177.08
2013-10-01,73,Publicidad y estudios de mercado,77115.39,24386.91,101502.3
2013-10-01,74,"Otras actividades profesionales, científicas y técnicas",51211.74,37272.04,88483.78
2013-10-01,75,Actividades veterinarias,10261.74,9621.61,19883.35
2013-10-01,77,Actividades de alquiler,78262.57,32037.48,110300.05
2013-10-01,78,Actividades relacionadas con el empleo,123212.13,2008.26,125220.39
2013-10-01,79,"Actividades de agencias de viajes, operadores turis.",39429.87,10823.57,50253.44
2013-10-01,80,Actividades de seguridad e investigación,113736.87,1961.13,115698
2013-10-01,81,Servicios a edificios y actividades de jardinería,483553.09,42733.35,526286.4400000001
2013-10-01,82,Actividades administrativas de oficina y activ. Aux. empresas,196914.17,28778.96,225693.13
2013-10-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,982562.3,517.57,983079.87
2013-10-01,85,Educación,704958.52,66184.87,771143.39
2013-10-01,86,Actividades sanitarias,855110.61,81552.78,936663.39
2013-10-01,87,Asistencia en establecimientos residenciales,219316.7,2451.43,221768.13
2013-10-01,88,Actividades de servicios sociales sin alojamiento,203970.61,4142.43,208113.03999999998
2013-10-01,90,"Actividades de creación, artísticas y espectáculos",25666.22,24084.65,49750.87
2013-10-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",12992.52,1344.78,14337.300000000001
2013-10-01,92,Actividades de juegos de azar y apuestas,25674.65,5577,31251.65
2013-10-01,93,"Actividades deportivas, recreativas y de entretenimiento",127486.78,20856.7,148343.48
2013-10-01,94,Actividades asociativas,116660.74,16054.35,132715.09
2013-10-01,95,"Reparación de ordenadores, efectos personales y uso dom.",28990.35,57895,86885.35
2013-10-01,96,Otros servicios personales,146080.43,120232.61,266313.04
2013-10-01,97,Actividades de los hogares como empleado,45607.43,463.87,46071.3
2013-10-01,98,Actividades de los hogares como productores de bienes,0,0,0
2013-10-01,99,Actividades de organizaciones y organ. Extraterritoriales,2932.52,45.26,2977.78
2013-11-01,01,"Agricultura, ganadería, caza y servicios",35403.8,259590.75,294994.55
2013-11-01,02,Silvicultura y explotación forestal,13961.4,4131.7,18093.1
2013-11-01,03,Pesca y acuicultura,1562.55,1676.55,3239.1
2013-11-01,05,"Extracción de antracita, hulla y lignito",63.55,152.05,215.60000000000002
2013-11-01,06,Extracción de crudo de petróleo y gas natural,50.3,7,57.3
2013-11-01,07,Extracción de minerales metálicos,2001.3,44,2045.3
2013-11-01,08,Otras industrias extractivas,14439.5,1451.8,15891.3
2013-11-01,09,Actividades de apoyo a las industrias extractivas,1694.05,73,1767.05
2013-11-01,10,Industria de la alimentación,289887.35,41192,331079.35
2013-11-01,11,Fabricación de bebidas,44618,3108.8,47726.8
2013-11-01,12,Industria del tabaco,2338.6,42,2380.6
2013-11-01,13,Industria textil,36669.3,4990.4,41659.700000000004
2013-11-01,14,Confección de prendas de vestir,36552.75,10931,47483.75
2013-11-01,15,Industria del cuero y del calzado,33673.65,4725.5,38399.15
2013-11-01,16,"Industria de la madera y del corcho, excepto muebles",40505.35,15783.45,56288.8
2013-11-01,17,Industria del papel,38475.75,1468.75,39944.5
2013-11-01,18,Artes gráficas y reproducción de soportes grabados,53485.4,14930.35,68415.75
2013-11-01,19,Coquerías y refino de petróleo,8956,33,8989
2013-11-01,20,Industria química,80489,3219,83708
2013-11-01,21,Fabricación de productos farmacéuticos,42238.15,133.6,42371.75
2013-11-01,22,Fabricación de productos de caucho y plásticos,80718.15,5130.3,85848.45
2013-11-01,23,Fabricación de otros productos minerales,81982.3,10175.65,92157.95
2013-11-01,24,"Metalurgia; fabricación de productos de hierro, acero",70107,8458.15,78565.15
2013-11-01,25,"Fabricación de productos metálicos, excepto maquina.",186062.65,36278.2,222340.84999999998
2013-11-01,26,"Fabricación de productos informáticos, electró. ópticos",28016.3,2177.45,30193.75
2013-11-01,27,Fabricación de material y equipo eléctrico,42784.7,4921.55,47706.25
2013-11-01,28,Fabricación de maquinaria y equipo n.c.o.p.,97397.1,13684,111081.1
2013-11-01,29,"Fabricación de vehículos de motor, remolques",139397.95,1980.2,141378.15000000002
2013-11-01,30,Fabricación de otro material de transporte,48865.05,1662.2,50527.25
2013-11-01,31,Fabricación de muebles,42782.25,15383.2,58165.45
2013-11-01,32,Otras industrias manufactureras,23481.85,6679.1,30160.949999999997
2013-11-01,33,Reparación e instalación de maquinaria y equipo,53072.2,16491.15,69563.35
2013-11-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",37950.5,1340.15,39290.65
2013-11-01,36,"Captación, depuración y distribución de agua",39230.75,420.6,39651.35
2013-11-01,37,Recogida y tratamiento de aguas residuales,4803.3,255.95,5059.25
2013-11-01,38,"Recogida, tratamiento y eliminación de residuos",81685.3,1554.95,83240.25
2013-11-01,39,Actividades de descontaminación y otros,1292.35,136.8,1429.1499999999999
2013-11-01,41,Construcción de edificios,242353.65,101206.8,343560.45
2013-11-01,42,Ingeniería civil,40861.05,10628.85,51489.9
2013-11-01,43,Actividades de construcción especializada,352350.1,241697.6,594047.7
2013-11-01,45,Venta y reparación de vehículos de motor,209185.65,84495.65,293681.3
2013-11-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",701563.2,170475.2,872038.3999999999
2013-11-01,47,"Comercio al por menor, excepto de vehículos motor",1208418.65,535764.15,1744182.7999999998
2013-11-01,49,Transporte terrestre y por tubería,336582.55,183315.35,519897.9
2013-11-01,50,Transporte marítimo y por vías navegable,501.65,210.9,712.55
2013-11-01,51,Transporte aéreo,30489,193.1,30682.1
2013-11-01,52,Almacenamiento y actividades anexas al transporte,151959.3,5895.9,157855.19999999998
2013-11-01,53,Actividades postales y de correos,53402.2,4833.85,58236.049999999996
2013-11-01,55,Servicios de alojamiento,203515.7,16684.5,220200.2
2013-11-01,56,Servicios de comidas y bebidas,720155.6,305330.8,1025486.3999999999
2013-11-01,58,Edición,48586.8,8895.05,57481.850000000006
2013-11-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",27093.7,6236.15,33329.85
2013-11-01,60,Actividades de programación y emisión de radio y telev.,22691.5,899.2,23590.7
2013-11-01,61,Telecomunicaciones,78150.5,5386.8,83537.3
2013-11-01,62,"Programación, consultoría y otras activ. ,  Informáticas",166249.8,22419.95,188669.75
2013-11-01,63,Servicios de información,19190.1,7210.85,26400.949999999997
2013-11-01,64,"Servicios financieros, excepto seguros y fondos pens.",234577.5,3508.7,238086.2
2013-11-01,65,"Seguros, reaseguros y fondos de pensiones",56603,3419.35,60022.35
2013-11-01,66,Actividades auxiliares a los servicios financieros y segur.,46356.2,47647.1,94003.29999999999
2013-11-01,68,Actividades inmobiliarias,69008.45,30742.95,99751.4
2013-11-01,69,Actividades jurídicas y de contabilidad,201265.45,75507,276772.45
2013-11-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,55479.05,19152.8,74631.85
2013-11-01,71,Servicios técnicos de arquitectura e ingeniería,150025.65,51497.9,201523.55
2013-11-01,72,Investigación y desarrollo,63846.25,9799.05,73645.3
2013-11-01,73,Publicidad y estudios de mercado,77371.65,24672.15,102043.79999999999
2013-11-01,74,"Otras actividades profesionales, científicas y técnicas",50957.1,37839.55,88796.65
2013-11-01,75,Actividades veterinarias,10306.45,9694.2,20000.65
2013-11-01,77,Actividades de alquiler,75157.6,31556.6,106714.20000000001
2013-11-01,78,Actividades relacionadas con el empleo,124394.05,2024.15,126418.2
2013-11-01,79,"Actividades de agencias de viajes, operadores turis.",37598.6,10599,48197.6
2013-11-01,80,Actividades de seguridad e investigación,112777.1,1975.4,114752.5
2013-11-01,81,Servicios a edificios y actividades de jardinería,479237,42686.2,521923.2
2013-11-01,82,Actividades administrativas de oficina y activ. Aux. empresas,199989.2,29295.75,229284.95
2013-11-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,993744.95,522.85,994267.7999999999
2013-11-01,85,Educación,728625.45,68656.15,797281.6
2013-11-01,86,Actividades sanitarias,852102.9,82480.45,934583.35
2013-11-01,87,Asistencia en establecimientos residenciales,218265.15,2460.35,220725.5
2013-11-01,88,Actividades de servicios sociales sin alojamiento,205037.5,4166.35,209203.85
2013-11-01,90,"Actividades de creación, artísticas y espectáculos",25043.3,24192.35,49235.649999999994
2013-11-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",12979.5,1357.9,14337.4
2013-11-01,92,Actividades de juegos de azar y apuestas,25492,5580.6,31072.6
2013-11-01,93,"Actividades deportivas, recreativas y de entretenimiento",128416.9,20458.95,148875.85
2013-11-01,94,Actividades asociativas,117971.3,15995.45,133966.75
2013-11-01,95,"Reparación de ordenadores, efectos personales y uso dom.",29084.65,57822.5,86907.15
2013-11-01,96,Otros servicios personales,144434.35,120578.75,265013.1
2013-11-01,97,Actividades de los hogares como empleado,45321.55,462.1,45783.65
2013-11-01,98,Actividades de los hogares como productores de bienes,0,0,0
2013-11-01,99,Actividades de organizaciones y organ. Extraterritoriales,3021.9,48.5,3070.4
2013-12-01,01,"Agricultura, ganadería, caza y servicios",35172.83,259887.83,295060.66
2013-12-01,02,Silvicultura y explotación forestal,11709.61,4114.78,15824.39
2013-12-01,03,Pesca y acuicultura,1561.89,1673.83,3235.7200000000003
2013-12-01,05,"Extracción de antracita, hulla y lignito",65.39,151.11,216.5
2013-12-01,06,Extracción de crudo de petróleo y gas natural,50.61,7,57.61
2013-12-01,07,Extracción de minerales metálicos,1998.22,43.39,2041.6100000000001
2013-12-01,08,Otras industrias extractivas,14164.67,1452.22,15616.89
2013-12-01,09,Actividades de apoyo a las industrias extractivas,1687.61,73.72,1761.33
2013-12-01,10,Industria de la alimentación,290003.17,41333.89,331337.06
2013-12-01,11,Fabricación de bebidas,43753.11,3116.78,46869.89
2013-12-01,12,Industria del tabaco,2376.22,42,2418.22
2013-12-01,13,Industria textil,36331.61,5004.44,41336.05
2013-12-01,14,Confección de prendas de vestir,36508.83,11023.28,47532.11
2013-12-01,15,Industria del cuero y del calzado,35371.06,4763.22,40134.28
2013-12-01,16,"Industria de la madera y del corcho, excepto muebles",40080.22,15728.5,55808.72
2013-12-01,17,Industria del papel,38303,1471.89,39774.89
2013-12-01,18,Artes gráficas y reproducción de soportes grabados,53307.83,15011.28,68319.11
2013-12-01,19,Coquerías y refino de petróleo,8918.67,33,8951.67
2013-12-01,20,Industria química,80341.78,3226.28,83568.06
2013-12-01,21,Fabricación de productos farmacéuticos,42190.44,134.11,42324.55
2013-12-01,22,Fabricación de productos de caucho y plásticos,80172.11,5134.56,85306.67
2013-12-01,23,Fabricación de otros productos minerales,80478.17,10149.06,90627.23
2013-12-01,24,"Metalurgia; fabricación de productos de hierro, acero",69343.5,8415.56,77759.06
2013-12-01,25,"Fabricación de productos metálicos, excepto maquina.",183953.22,36232.22,220185.44
2013-12-01,26,"Fabricación de productos informáticos, electró. ópticos",28044.94,2185.33,30230.269999999997
2013-12-01,27,Fabricación de material y equipo eléctrico,42543.78,4899.56,47443.34
2013-12-01,28,Fabricación de maquinaria y equipo n.c.o.p.,96942.22,13651.17,110593.39
2013-12-01,29,"Fabricación de vehículos de motor, remolques",138625,2013.67,140638.67
2013-12-01,30,Fabricación de otro material de transporte,48546.44,1651,50197.44
2013-12-01,31,Fabricación de muebles,42266.56,15340.61,57607.17
2013-12-01,32,Otras industrias manufactureras,23438.72,6735.44,30174.16
2013-12-01,33,Reparación e instalación de maquinaria y equipo,52732.28,16538.11,69270.39
2013-12-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",37999.5,1343.22,39342.72
2013-12-01,36,"Captación, depuración y distribución de agua",39022.83,418.39,39441.22
2013-12-01,37,Recogida y tratamiento de aguas residuales,4800,259.11,5059.11
2013-12-01,38,"Recogida, tratamiento y eliminación de residuos",81904.05,1550.11,83454.16
2013-12-01,39,Actividades de descontaminación y otros,1298.22,137,1435.22
2013-12-01,41,Construcción de edificios,231643.83,99949.39,331593.22
2013-12-01,42,Ingeniería civil,40004.56,10516.28,50520.84
2013-12-01,43,Actividades de construcción especializada,345672.28,240331.11,586003.39
2013-12-01,45,Venta y reparación de vehículos de motor,208600.33,84544.44,293144.77
2013-12-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",702130.06,171224.33,873354.39
2013-12-01,47,"Comercio al por menor, excepto de vehículos motor",1233627.5,539095.44,1772722.94
2013-12-01,49,Transporte terrestre y por tubería,335925.06,183256.28,519181.33999999997
2013-12-01,50,Transporte marítimo y por vías navegable,482.78,207.83,690.61
2013-12-01,51,Transporte aéreo,30422.89,189.22,30612.11
2013-12-01,52,Almacenamiento y actividades anexas al transporte,151711.44,5904.5,157615.94
2013-12-01,53,Actividades postales y de correos,53798.5,4874.33,58672.83
2013-12-01,55,Servicios de alojamiento,191473.78,16551.5,208025.28
2013-12-01,56,Servicios de comidas y bebidas,721708.89,305209.5,1026918.39
2013-12-01,58,Edición,48589.61,8930.17,57519.78
2013-12-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",26489.06,6310.89,32799.950000000004
2013-12-01,60,Actividades de programación y emisión de radio y telev.,23401.28,916.33,24317.61
2013-12-01,61,Telecomunicaciones,78338,5391.72,83729.72
2013-12-01,62,"Programación, consultoría y otras activ. ,  Informáticas",166699,22760.22,189459.22
2013-12-01,63,Servicios de información,19128.11,7292.72,26420.83
2013-12-01,64,"Servicios financieros, excepto seguros y fondos pens.",232658.11,3526.72,236184.83
2013-12-01,65,"Seguros, reaseguros y fondos de pensiones",56467.17,3419.17,59886.34
2013-12-01,66,Actividades auxiliares a los servicios financieros y segur.,46579.22,48075.39,94654.61
2013-12-01,68,Actividades inmobiliarias,69241.78,30912.72,100154.5
2013-12-01,69,Actividades jurídicas y de contabilidad,200977.11,75875.05,276852.16
2013-12-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,55958.61,19367.33,75325.94
2013-12-01,71,Servicios técnicos de arquitectura e ingeniería,149913.94,52003.67,201917.61
2013-12-01,72,Investigación y desarrollo,63684.72,9950.44,73635.16
2013-12-01,73,Publicidad y estudios de mercado,77520.61,24941.83,102462.44
2013-12-01,74,"Otras actividades profesionales, científicas y técnicas",50504.5,38444.83,88949.33
2013-12-01,75,Actividades veterinarias,10347.44,9747.56,20095
2013-12-01,77,Actividades de alquiler,74573.94,31320,105893.94
2013-12-01,78,Actividades relacionadas con el empleo,126855,2035.5,128890.5
2013-12-01,79,"Actividades de agencias de viajes, operadores turis.",36926.78,10476.56,47403.34
2013-12-01,80,Actividades de seguridad e investigación,113164.89,1981.89,115146.78
2013-12-01,81,Servicios a edificios y actividades de jardinería,478506.72,42660.33,521167.05
2013-12-01,82,Actividades administrativas de oficina y activ. Aux. empresas,202761.89,29845.67,232607.56
2013-12-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,995272.06,524.33,995796.39
2013-12-01,85,Educación,731258.44,69622.89,800881.33
2013-12-01,86,Actividades sanitarias,858620.94,83023,941643.94
2013-12-01,87,Asistencia en establecimientos residenciales,219600.72,2465.28,222066
2013-12-01,88,Actividades de servicios sociales sin alojamiento,206386.33,4179.11,210565.43999999997
2013-12-01,90,"Actividades de creación, artísticas y espectáculos",25639.89,24617.28,50257.17
2013-12-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",12811.5,1367.39,14178.89
2013-12-01,92,Actividades de juegos de azar y apuestas,25755.06,5594.11,31349.170000000002
2013-12-01,93,"Actividades deportivas, recreativas y de entretenimiento",131480.17,20579.61,152059.78000000003
2013-12-01,94,Actividades asociativas,118236.5,15964.33,134200.83
2013-12-01,95,"Reparación de ordenadores, efectos personales y uso dom.",29263,57711.67,86974.67
2013-12-01,96,Otros servicios personales,144559.28,121179.61,265738.89
2013-12-01,97,Actividades de los hogares como empleado,45233.78,473.83,45707.61
2013-12-01,98,Actividades de los hogares como productores de bienes,0,0,0
