fecha,cnae_cod,cnae_nombre,ccc_ultimo_dia,ccc_media_mes,trabajadores_erte_ultimo_dia,trabajadores_erte_media_mes,hombres_erte_ultimo_dia,mujeres_erte_ultimo_dia,hombres_erte_media_mes,mujeres_erte_media_mes
2020-04-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",NA,NA,NA,2121.55,NA,NA,NA,NA
2020-04-01,02,Silvicultura y explotación forestal,NA,NA,NA,438.35,NA,NA,NA,NA
2020-04-01,03,Pesca y acuicultura,NA,NA,NA,1276.05,NA,NA,NA,NA
2020-04-01,05,"Extracción de antracita, hulla y lignito",NA,NA,NA,4.2,NA,NA,NA,NA
2020-04-01,06,Extracción de crudo de petróleo y gas natural,NA,NA,NA,0,NA,NA,NA,NA
2020-04-01,07,Extracción de minerales metálicos,NA,NA,NA,35.8,NA,NA,NA,NA
2020-04-01,08,Otras industrias extractivas,NA,NA,NA,866.45,NA,NA,NA,NA
2020-04-01,09,Actividades de apoyo a las industrias extractivas,NA,NA,NA,13.15,NA,NA,NA,NA
2020-04-01,10,Industria de la alimentación,NA,NA,NA,22125.4,NA,NA,NA,NA
2020-04-01,11,Fabricación de bebidas,NA,NA,NA,4565.8,NA,NA,NA,NA
2020-04-01,12,Industria del tabaco,NA,NA,NA,23.7,NA,NA,NA,NA
2020-04-01,13,Industria textil,NA,NA,NA,8349.4,NA,NA,NA,NA
2020-04-01,14,Confección de prendas de vestir,NA,NA,NA,8989,NA,NA,NA,NA
2020-04-01,15,Industria del cuero y del calzado,NA,NA,NA,4956.9,NA,NA,NA,NA
2020-04-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",NA,NA,NA,5093.5,NA,NA,NA,NA
2020-04-01,17,Industria del papel,NA,NA,NA,1193.45,NA,NA,NA,NA
2020-04-01,18,Artes gráficas y reproducción de soportes grabados,NA,NA,NA,9583.9,NA,NA,NA,NA
2020-04-01,19,Coquerías y refino de petróleo,NA,NA,NA,26.1,NA,NA,NA,NA
2020-04-01,20,Industria química,NA,NA,NA,3854.2,NA,NA,NA,NA
2020-04-01,21,Fabricación de productos farmacéuticos,NA,NA,NA,410.2,NA,NA,NA,NA
2020-04-01,22,Fabricación de productos de caucho y plásticos,NA,NA,NA,12923.9,NA,NA,NA,NA
2020-04-01,23,Fabricación de otros productos minerales no metálicos,NA,NA,NA,6420.95,NA,NA,NA,NA
2020-04-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",NA,NA,NA,4523.95,NA,NA,NA,NA
2020-04-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",NA,NA,NA,23830.55,NA,NA,NA,NA
2020-04-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",NA,NA,NA,1824.15,NA,NA,NA,NA
2020-04-01,27,Fabricación de material y equipo eléctrico,NA,NA,NA,2503.3,NA,NA,NA,NA
2020-04-01,28,Fabricación de maquinaria y equipo n.c.o.p.,NA,NA,NA,7656.95,NA,NA,NA,NA
2020-04-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",NA,NA,NA,39957.15,NA,NA,NA,NA
2020-04-01,30,Fabricación de otro material de transporte,NA,NA,NA,2478.55,NA,NA,NA,NA
2020-04-01,31,Fabricación de muebles,NA,NA,NA,15181.6,NA,NA,NA,NA
2020-04-01,32,Otras industrias manufactureras,NA,NA,NA,7728.8,NA,NA,NA,NA
2020-04-01,33,Reparación e instalación de maquinaria y equipo,NA,NA,NA,10347.85,NA,NA,NA,NA
2020-04-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",NA,NA,NA,496.95,NA,NA,NA,NA
2020-04-01,36,"Captación, depuración y distribución de agua",NA,NA,NA,211.55,NA,NA,NA,NA
2020-04-01,37,Recogida y tratamiento de aguas residuales,NA,NA,NA,166.8,NA,NA,NA,NA
2020-04-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",NA,NA,NA,2147.5,NA,NA,NA,NA
2020-04-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,NA,NA,NA,245.2,NA,NA,NA,NA
2020-04-01,41,Construcción de edificios,NA,NA,NA,30316.5,NA,NA,NA,NA
2020-04-01,42,Ingeniería civil,NA,NA,NA,3499.5,NA,NA,NA,NA
2020-04-01,43,Actividades de construcción especializada,NA,NA,NA,60589.1,NA,NA,NA,NA
2020-04-01,45,Venta y reparación de vehículos de motor y motocicletas,NA,NA,NA,106700.45,NA,NA,NA,NA
2020-04-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",NA,NA,NA,128708,NA,NA,NA,NA
2020-04-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",NA,NA,NA,333080.1,NA,NA,NA,NA
2020-04-01,49,Transporte terrestre y por tubería,NA,NA,NA,49895.55,NA,NA,NA,NA
2020-04-01,50,Transporte marítimo y por vías navegables interiores,NA,NA,NA,1696.35,NA,NA,NA,NA
2020-04-01,51,Transporte aéreo,NA,NA,NA,6443,NA,NA,NA,NA
2020-04-01,52,Almacenamiento y actividades anexas al transporte,NA,NA,NA,19639.8,NA,NA,NA,NA
2020-04-01,53,Actividades postales y de correos,NA,NA,NA,3063.45,NA,NA,NA,NA
2020-04-01,55,Servicios de alojamiento,NA,NA,NA,149219.45,NA,NA,NA,NA
2020-04-01,56,Servicios de comidas y bebidas,NA,NA,NA,559569.9,NA,NA,NA,NA
2020-04-01,58,Edición,NA,NA,NA,2886.5,NA,NA,NA,NA
2020-04-01,59,"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical",NA,NA,NA,6966.25,NA,NA,NA,NA
2020-04-01,60,Actividades de programación y emisión de radio y televisión,NA,NA,NA,642.4,NA,NA,NA,NA
2020-04-01,61,Telecomunicaciones,NA,NA,NA,2580.9,NA,NA,NA,NA
2020-04-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",NA,NA,NA,7973.15,NA,NA,NA,NA
2020-04-01,63,Servicios de información,NA,NA,NA,3229.25,NA,NA,NA,NA
2020-04-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",NA,NA,NA,1792.4,NA,NA,NA,NA
2020-04-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",NA,NA,NA,210.2,NA,NA,NA,NA
2020-04-01,66,Actividades auxiliares a los servicios financieros y a los seguros,NA,NA,NA,2881.75,NA,NA,NA,NA
2020-04-01,68,Actividades inmobiliarias,NA,NA,NA,17049.95,NA,NA,NA,NA
2020-04-01,69,Actividades jurídicas y de contabilidad,NA,NA,NA,13255.85,NA,NA,NA,NA
2020-04-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,NA,NA,NA,6182.35,NA,NA,NA,NA
2020-04-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,NA,NA,NA,18182.1,NA,NA,NA,NA
2020-04-01,72,Investigación y desarrollo,NA,NA,NA,1214.95,NA,NA,NA,NA
2020-04-01,73,Publicidad y estudios de mercado,NA,NA,NA,10450.75,NA,NA,NA,NA
2020-04-01,74,"Otras actividades profesionales, científicas y técnicas",NA,NA,NA,10345.65,NA,NA,NA,NA
2020-04-01,75,Actividades veterinarias,NA,NA,NA,2147.8,NA,NA,NA,NA
2020-04-01,77,Actividades de alquiler,NA,NA,NA,14821.35,NA,NA,NA,NA
2020-04-01,78,Actividades relacionadas con el empleo,NA,NA,NA,8554.25,NA,NA,NA,NA
2020-04-01,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",NA,NA,NA,18147.2,NA,NA,NA,NA
2020-04-01,80,Actividades de seguridad e investigación,NA,NA,NA,6319.1,NA,NA,NA,NA
2020-04-01,81,Servicios a edificios y actividades de jardinería,NA,NA,NA,44490.8,NA,NA,NA,NA
2020-04-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,NA,NA,NA,26468.9,NA,NA,NA,NA
2020-04-01,84,Administración Pública y defensa; Seguridad Social obligatoria,NA,NA,NA,468.05,NA,NA,NA,NA
2020-04-01,85,Educación,NA,NA,NA,109237.95,NA,NA,NA,NA
2020-04-01,86,Actividades sanitarias,NA,NA,NA,71519.05,NA,NA,NA,NA
2020-04-01,87,Asistencia en establecimientos residenciales,NA,NA,NA,2351.35,NA,NA,NA,NA
2020-04-01,88,Actividades de servicios sociales sin alojamiento,NA,NA,NA,17891.25,NA,NA,NA,NA
2020-04-01,90,"Actividades de creación, artísticas y espectáculos",NA,NA,NA,6686.35,NA,NA,NA,NA
2020-04-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",NA,NA,NA,3024.2,NA,NA,NA,NA
2020-04-01,92,Actividades de juegos de azar y apuestas,NA,NA,NA,19054.55,NA,NA,NA,NA
2020-04-01,93,"Actividades deportivas, recreativas y de entretenimiento",NA,NA,NA,86326.4,NA,NA,NA,NA
2020-04-01,94,Actividades asociativas,NA,NA,NA,11937.05,NA,NA,NA,NA
2020-04-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",NA,NA,NA,6413.7,NA,NA,NA,NA
2020-04-01,96,Otros servicios personales,NA,NA,NA,81234.45,NA,NA,NA,NA
2020-04-01,97,Actividades de los hogares como empleadores de personal doméstico,NA,NA,NA,241,NA,NA,NA,NA
2020-04-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,NA,NA,NA,0,NA,NA,NA,NA
2020-04-01,99,Actividades de organizaciones y organismos extraterritoriales,NA,NA,NA,292.05,NA,NA,NA,NA
2020-05-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",771,815.7368421052631,2266,2537.7368421052633,1490,776,NA,NA
2020-05-01,02,Silvicultura y explotación forestal,117,126.36842105263158,298,373.2105263157895,240,58,NA,NA
2020-05-01,03,Pesca y acuicultura,315,358.89473684210526,980,1192.1578947368423,859,121,NA,NA
2020-05-01,05,"Extracción de antracita, hulla y lignito",3,3,9,9,8,1,NA,NA
2020-05-01,06,Extracción de crudo de petróleo y gas natural,2,2.473684210526316,2,2.473684210526316,1,1,NA,NA
2020-05-01,07,Extracción de minerales metálicos,5,4.421052631578948,71,67,64,7,NA,NA
2020-05-01,08,Otras industrias extractivas,149,143.4736842105263,782,984.1052631578948,683,99,NA,NA
2020-05-01,09,Actividades de apoyo a las industrias extractivas,6,5.631578947368421,24,20.68421052631579,17,7,NA,NA
2020-05-01,10,Industria de la alimentación,4956,4993.368421052632,36248,37674.89473684211,19683,16565,NA,NA
2020-05-01,11,Fabricación de bebidas,1426,1407.8947368421052,8467,8547.315789473683,5780,2687,NA,NA
2020-05-01,12,Industria del tabaco,5,4.2631578947368425,28,27.263157894736842,22,6,NA,NA
2020-05-01,13,Industria textil,1472,1511.6315789473683,13200,14030.631578947368,7451,5749,NA,NA
2020-05-01,14,Confección de prendas de vestir,1997,2047.7368421052631,11861,12719.263157894737,2886,8975,NA,NA
2020-05-01,15,Industria del cuero y del calzado,752,765.7368421052632,7324,8108.263157894737,3369,3955,NA,NA
2020-05-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",1334,1383.7368421052631,7827,8244,6301,1526,NA,NA
2020-05-01,17,Industria del papel,329,307.2105263157895,2928,2677.789473684211,1962,966,NA,NA
2020-05-01,18,Artes gráficas y reproducción de soportes grabados,3686,3665.2631578947367,19075,19113.473684210527,12663,6412,NA,NA
2020-05-01,19,Coquerías y refino de petróleo,2,2,27,27,23,4,NA,NA
2020-05-01,20,Industria química,817,816.5263157894738,8981,9255.473684210527,5713,3268,NA,NA
2020-05-01,21,Fabricación de productos farmacéuticos,48,38.8421052631579,845,845.6842105263158,267,578,NA,NA
2020-05-01,22,Fabricación de productos de caucho y plásticos,1005,991.2105263157894,15140,17272.947368421053,10287,4853,NA,NA
2020-05-01,23,Fabricación de otros productos minerales no metálicos,1380,1403.421052631579,12391,12910.894736842105,9630,2761,NA,NA
2020-05-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",462,448.3157894736842,9043,9177.842105263158,7695,1348,NA,NA
2020-05-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",4919,5033.210526315789,34511,36513.631578947374,28036,6475,NA,NA
2020-05-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",356,346.15789473684214,3960,4112.421052631578,2730,1230,NA,NA
2020-05-01,27,Fabricación de material y equipo eléctrico,461,444.68421052631584,5902,5432.421052631578,4209,1693,NA,NA
2020-05-01,28,Fabricación de maquinaria y equipo n.c.o.p.,1412,1411.157894736842,15126,15067.78947368421,12159,2967,NA,NA
2020-05-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",650,642.421052631579,48749,55280.10526315789,37397,11352,NA,NA
2020-05-01,30,Fabricación de otro material de transporte,249,267.2105263157895,2604,3044.3684210526317,2081,523,NA,NA
2020-05-01,31,Fabricación de muebles,2390,2510.421052631579,17899,20086.684210526317,13671,4228,NA,NA
2020-05-01,32,Otras industrias manufactureras,1998,2026.5789473684213,11732,12521.736842105263,6195,5537,NA,NA
2020-05-01,33,Reparación e instalación de maquinaria y equipo,2496,2603.684210526316,12660,13874.84210526316,10274,2386,NA,NA
2020-05-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",186,189.31578947368422,720,760.2105263157895,492,228,NA,NA
2020-05-01,36,"Captación, depuración y distribución de agua",62,62.473684210526315,418,415.15789473684214,308,110,NA,NA
2020-05-01,37,Recogida y tratamiento de aguas residuales,48,50.05263157894737,193,213.57894736842104,152,41,NA,NA
2020-05-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",447,454.8421052631579,3102,3362.2631578947367,2129,973,NA,NA
2020-05-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,37,35.10526315789473,258,280.2105263157895,171,87,NA,NA
2020-05-01,41,Construcción de edificios,8223,8907.631578947368,26994,31093.789473684214,19155,7839,NA,NA
2020-05-01,42,Ingeniería civil,637,692.6842105263157,3148,4043.368421052631,2556,592,NA,NA
2020-05-01,43,Actividades de construcción especializada,16646,18035,63258,71668.78947368421,51518,11740,NA,NA
2020-05-01,45,Venta y reparación de vehículos de motor y motocicletas,24733,25938.157894736843,117904,130092.31578947368,96626,21278,NA,NA
2020-05-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",32712,33205.21052631579,201999,209311.8947368421,128643,73356,NA,NA
2020-05-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",77471,82498.36842105264,347595,400927.36842105264,110701,236894,NA,NA
2020-05-01,49,Transporte terrestre y por tubería,17223,17161.105263157893,71053,72641.05263157896,59439,11614,NA,NA
2020-05-01,50,Transporte marítimo y por vías navegables interiores,703,685.2105263157895,3746,3615.842105263158,2619,1127,NA,NA
2020-05-01,51,Transporte aéreo,229,220.89473684210526,25365,23567.42105263158,13750,11615,NA,NA
2020-05-01,52,Almacenamiento y actividades anexas al transporte,2905,2892.3684210526317,37730,37733.89473684211,24774,12956,NA,NA
2020-05-01,53,Actividades postales y de correos,675,705.421052631579,4019,4410.0526315789475,2617,1402,NA,NA
2020-05-01,55,Servicios de alojamiento,13695,13687.947368421053,219697,217436.31578947368,96554,123143,NA,NA
2020-05-01,56,Servicios de comidas y bebidas,124318,129379.8947368421,655849,698052.6842105263,293497,362352,NA,NA
2020-05-01,58,Edición,986,944.421052631579,9802,8776.57894736842,5012,4790,NA,NA
2020-05-01,59,"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical",1101,1101.578947368421,9534,9849.631578947367,4915,4619,NA,NA
2020-05-01,60,Actividades de programación y emisión de radio y televisión,279,231.89473684210526,2473,1500.9473684210527,1424,1049,NA,NA
2020-05-01,61,Telecomunicaciones,771,780.6842105263157,4210,4247.368421052632,2808,1402,NA,NA
2020-05-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",2228,2198.1052631578946,19967,19876.105263157893,12820,7147,NA,NA
2020-05-01,63,Servicios de información,670,674.1578947368421,6507,6574.421052631578,3149,3358,NA,NA
2020-05-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",417,429.05263157894734,3010,3149.1578947368416,1518,1492,NA,NA
2020-05-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",162,166.10526315789474,648,652.6315789473684,231,417,NA,NA
2020-05-01,66,Actividades auxiliares a los servicios financieros y a los seguros,1481,1495.6315789473683,6062,6214.578947368422,2200,3862,NA,NA
2020-05-01,68,Actividades inmobiliarias,7955,8164.578947368421,24724,25636.526315789473,9652,15072,NA,NA
2020-05-01,69,Actividades jurídicas y de contabilidad,6825,6765.315789473685,28482,28423.052631578947,9151,19331,NA,NA
2020-05-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,1894,1893.4736842105262,12962,13006.526315789473,5603,7359,NA,NA
2020-05-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,3977,4023.0526315789475,27768,30720.05263157895,17648,10120,NA,NA
2020-05-01,72,Investigación y desarrollo,473,465.10526315789474,3452,3429.684210526316,1794,1658,NA,NA
2020-05-01,73,Publicidad y estudios de mercado,3290,3241.789473684211,23171,21849.21052631579,10169,13002,NA,NA
2020-05-01,74,"Otras actividades profesionales, científicas y técnicas",2821,2868.842105263158,16869,18121.21052631579,6594,10275,NA,NA
2020-05-01,75,Actividades veterinarias,801,910.0526315789474,2090,2469.8947368421054,382,1708,NA,NA
2020-05-01,77,Actividades de alquiler,3785,3787.0526315789475,23928,24201.263157894737,14582,9346,NA,NA
2020-05-01,78,Actividades relacionadas con el empleo,1213,1167.3684210526317,12336,12718.052631578948,5400,6936,NA,NA
2020-05-01,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",4405,4346.105263157895,32506,32274.73684210526,9489,23017,NA,NA
2020-05-01,80,Actividades de seguridad e investigación,841,845.5263157894736,12323,12611.684210526317,8676,3647,NA,NA
2020-05-01,81,Servicios a edificios y actividades de jardinería,6675,6937.526315789474,62334,67928,16469,45865,NA,NA
2020-05-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,4602,4621.578947368421,44764,46727.36842105263,20463,24301,NA,NA
2020-05-01,84,Administración Pública y defensa; Seguridad Social obligatoria,115,117.6842105263158,597,606.3684210526316,224,373,NA,NA
2020-05-01,85,Educación,21995,22139.368421052633,152397,154762.42105263157,41239,111158,NA,NA
2020-05-01,86,Actividades sanitarias,21365,23291.94736842105,71194,80788.73684210525,11680,59514,NA,NA
2020-05-01,87,Asistencia en establecimientos residenciales,440,432.36842105263156,3350,3337.7368421052633,827,2523,NA,NA
2020-05-01,88,Actividades de servicios sociales sin alojamiento,2546,2541.6842105263154,43858,43239.05263157895,18859,24999,NA,NA
2020-05-01,90,"Actividades de creación, artísticas y espectáculos",1985,1961.4736842105265,9594,9573.315789473683,5035,4559,NA,NA
2020-05-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",521,526.8947368421053,4516,4543.263157894738,1619,2897,NA,NA
2020-05-01,92,Actividades de juegos de azar y apuestas,3817,4167.9473684210525,24174,25120.157894736843,12587,11587,NA,NA
2020-05-01,93,"Actividades deportivas, recreativas y de entretenimiento",14275,14394.473684210527,112916,115576.52631578947,62708,50208,NA,NA
2020-05-01,94,Actividades asociativas,3360,3310.7368421052633,18586,18784.894736842107,6270,12316,NA,NA
2020-05-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",2387,2498.8947368421054,8296,9035.157894736843,5681,2615,NA,NA
2020-05-01,96,Otros servicios personales,24846,28115.42105263158,64826,73398.63157894736,13825,51001,NA,NA
2020-05-01,97,Actividades de los hogares como empleadores de personal doméstico,107,109.05263157894737,319,327.1578947368421,148,171,NA,NA
2020-05-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,0,0,0,0,0,0,NA,NA
2020-05-01,99,Actividades de organizaciones y organismos extraterritoriales,24,24.263157894736842,417,405.84210526315786,164,253,NA,NA
2020-06-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",601,668.5714285714286,1565,1837.2857142857142,1049,516,NA,NA
2020-06-01,02,Silvicultura y explotación forestal,78,90.23809523809524,163,201.57142857142858,133,30,NA,NA
2020-06-01,03,Pesca y acuicultura,198,236.14285714285717,544,693.6666666666667,453,91,NA,NA
2020-06-01,05,"Extracción de antracita, hulla y lignito",3,3,9,9,8,1,NA,NA
2020-06-01,06,Extracción de crudo de petróleo y gas natural,2,2,2,2,1,1,NA,NA
2020-06-01,07,Extracción de minerales metálicos,3,4.142857142857142,33,63.238095238095234,24,9,NA,NA
2020-06-01,08,Otras industrias extractivas,109,123.80952380952381,507,579.8095238095239,430,77,NA,NA
2020-06-01,09,Actividades de apoyo a las industrias extractivas,4,4.142857142857143,14,14.285714285714285,8,6,NA,NA
2020-06-01,10,Industria de la alimentación,4038,4435.619047619048,24537,29350.23809523809,13145,11392,NA,NA
2020-06-01,11,Fabricación de bebidas,1217,1308.4761904761904,6619,7390.142857142857,4432,2187,NA,NA
2020-06-01,12,Industria del tabaco,5,5,19,21.571428571428573,16,3,NA,NA
2020-06-01,13,Industria textil,1127,1264.142857142857,8050,9967.666666666666,4465,3585,NA,NA
2020-06-01,14,Confección de prendas de vestir,1558,1743.4285714285716,7752,9387.47619047619,1901,5851,NA,NA
2020-06-01,15,Industria del cuero y del calzado,612,676.1428571428571,4166,5761.809523809524,2130,2036,NA,NA
2020-06-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",960,1103.7142857142858,5135,6273.809523809524,4012,1123,NA,NA
2020-06-01,17,Industria del papel,292,303.95238095238096,2366,2478.904761904762,1531,835,NA,NA
2020-06-01,18,Artes gráficas y reproducción de soportes grabados,3229,3414.3809523809523,15318,16887.285714285714,10043,5275,NA,NA
2020-06-01,19,Coquerías y refino de petróleo,2,2.1031746031746033,2,12.714285714285714,2,0,NA,NA
2020-06-01,20,Industria química,679,736.3809523809524,6955,7664.190476190477,4523,2432,NA,NA
2020-06-01,21,Fabricación de productos farmacéuticos,34,41.285714285714285,719,751.4761904761905,192,527,NA,NA
2020-06-01,22,Fabricación de productos de caucho y plásticos,829,906.3809523809523,8805,11364.619047619048,5932,2873,NA,NA
2020-06-01,23,Fabricación de otros productos minerales no metálicos,1013,1158,7481,9462.666666666668,5631,1850,NA,NA
2020-06-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",391,417.7142857142857,6028,6946.190476190476,5062,966,NA,NA
2020-06-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",3696,4182.523809523809,23252,27402.809523809527,18772,4480,NA,NA
2020-06-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",323,342.0952380952381,3157,3751.142857142857,2151,1006,NA,NA
2020-06-01,27,Fabricación de material y equipo eléctrico,368,398.57142857142856,2994,3921.0476190476193,2103,891,NA,NA
2020-06-01,28,Fabricación de maquinaria y equipo n.c.o.p.,1211,1296,10899,12676.761904761905,8635,2264,NA,NA
2020-06-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",577,605.9047619047619,21564,30648.761904761905,16128,5436,NA,NA
2020-06-01,30,Fabricación de otro material de transporte,218,233.66666666666666,2775,2899.4761904761904,2244,531,NA,NA
2020-06-01,31,Fabricación de muebles,1575,1889.3333333333335,8081,12161.333333333334,5998,2083,NA,NA
2020-06-01,32,Otras industrias manufactureras,1523,1712.1904761904761,7390,9092.285714285714,3901,3489,NA,NA
2020-06-01,33,Reparación e instalación de maquinaria y equipo,1801,2074.5238095238096,8286,9981.52380952381,6561,1725,NA,NA
2020-06-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",136,156.76190476190476,428,542.047619047619,285,143,NA,NA
2020-06-01,36,"Captación, depuración y distribución de agua",44,50.57142857142857,238,290.0952380952381,168,70,NA,NA
2020-06-01,37,Recogida y tratamiento de aguas residuales,29,37.333333333333336,103,135,81,22,NA,NA
2020-06-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",337,383.95238095238096,1690,2220.714285714286,1168,522,NA,NA
2020-06-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,29,31.523809523809522,85,145.47619047619048,57,28,NA,NA
2020-06-01,41,Construcción de edificios,5567,6571.857142857143,15408,19642.52380952381,10152,5256,NA,NA
2020-06-01,42,Ingeniería civil,401,491.33333333333337,1411,2113.3809523809523,1135,276,NA,NA
2020-06-01,43,Actividades de construcción especializada,10661,12918.952380952382,33334,43644.04761904762,26399,6935,NA,NA
2020-06-01,45,Venta y reparación de vehículos de motor y motocicletas,16234,19493.285714285717,52595,78178.19047619047,41688,10907,NA,NA
2020-06-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",25612,28576.95238095238,129374,158449.47619047618,81924,47450,NA,NA
2020-06-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",53744,63296.333333333336,167091,241672.57142857142,55108,111983,NA,NA
2020-06-01,49,Transporte terrestre y por tubería,14026,15493.952380952382,50547,60075.666666666664,42868,7679,NA,NA
2020-06-01,50,Transporte marítimo y por vías navegables interiores,638,673.0952380952381,2982,3424.523809523809,2053,929,NA,NA
2020-06-01,51,Transporte aéreo,212,216.95238095238096,23817,23889.190476190473,12843,10974,NA,NA
2020-06-01,52,Almacenamiento y actividades anexas al transporte,2482,2662.809523809524,30457,33466.71428571429,19602,10855,NA,NA
2020-06-01,53,Actividades postales y de correos,519,580.5238095238095,2491,3158,1607,884,NA,NA
2020-06-01,55,Servicios de alojamiento,12280,13021.190476190477,198322,211317.2857142857,87359,110963,NA,NA
2020-06-01,56,Servicios de comidas y bebidas,89539,104547,365368,490951.2857142857,174461,190907,NA,NA
2020-06-01,58,Edición,904,941.4761904761904,9966,9746.047619047618,5187,4779,NA,NA
2020-06-01,59,"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical",935,1026.142857142857,6412,8436.904761904761,3174,3238,NA,NA
2020-06-01,60,Actividades de programación y emisión de radio y televisión,262,270.8095238095238,2194,2328.142857142857,1279,915,NA,NA
2020-06-01,61,Telecomunicaciones,577,650.8095238095239,2380,3081.904761904762,1435,945,NA,NA
2020-06-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",1993,2103.190476190476,16487,17945.47619047619,10571,5916,NA,NA
2020-06-01,63,Servicios de información,550,607.5714285714286,4820,5667.0952380952385,2288,2532,NA,NA
2020-06-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",327,362.23809523809524,2218,2490.666666666667,1049,1169,NA,NA
2020-06-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",108,125.38095238095238,394,477.76190476190476,119,275,NA,NA
2020-06-01,66,Actividades auxiliares a los servicios financieros y a los seguros,1100,1253.857142857143,4320,5100.285714285715,1581,2739,NA,NA
2020-06-01,68,Actividades inmobiliarias,6047,6812.285714285715,16249,19616.47619047619,6178,10071,NA,NA
2020-06-01,69,Actividades jurídicas y de contabilidad,4966,5689.809523809524,19481,23105.904761904763,6316,13165,NA,NA
2020-06-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,1541,1675.6190476190477,9447,10885.761904761905,4024,5423,NA,NA
2020-06-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,3205,3531.190476190476,17629,21533.714285714286,10622,7007,NA,NA
2020-06-01,72,Investigación y desarrollo,351,394.9047619047619,2522,2803.285714285714,1339,1183,NA,NA
2020-06-01,73,Publicidad y estudios de mercado,2950,3089.809523809524,19147,20967.52380952381,8236,10911,NA,NA
2020-06-01,74,"Otras actividades profesionales, científicas y técnicas",2293,2514,11217,14180.47619047619,4609,6608,NA,NA
2020-06-01,75,Actividades veterinarias,437,559.0952380952381,999,1361.8571428571427,186,813,NA,NA
