fecha,cnae_cod,cnae_nombre,ccc_ultimo_dia,ccc_media_mes,trabajadores_erte_ultimo_dia,trabajadores_erte_media_mes,hombres_erte_ultimo_dia,mujeres_erte_ultimo_dia,hombres_erte_media_mes,mujeres_erte_media_mes
2021-03-01,27,Fabricación de material y equipo eléctrico,124,124.6774193548387,704,705.258064516129,480,224,NA,NA
2021-03-01,28,Fabricación de maquinaria y equipo n.c.o.p.,383,392.8387096774194,2039,2125.4193548387098,1593,446,NA,NA
2021-03-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",115,117.64516129032258,1626,1942.1290322580646,1302,324,NA,NA
2021-03-01,30,Fabricación de otro material de transporte,76,77.96774193548387,817,863.5483870967743,619,198,NA,NA
2021-03-01,31,Fabricación de muebles,308,314.93548387096774,1123,1182.0645161290322,853,270,NA,NA
2021-03-01,32,Otras industrias manufactureras,506,507.1935483870968,2123,2080,1104,1019,NA,NA
2021-03-01,33,Reparación e instalación de maquinaria y equipo,553,569.1935483870967,1973,2097.5806451612902,1597,376,NA,NA
2021-03-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",64,64.90322580645162,170,173.29032258064515,138,32,NA,NA
2021-03-01,36,"Captación, depuración y distribución de agua",21,21,87,92.64516129032258,65,22,NA,NA
2021-03-01,37,Recogida y tratamiento de aguas residuales,6,6,12,12,10,2,NA,NA
2021-03-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",79,81.06451612903226,248,256.9032258064516,179,69,NA,NA
2021-03-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,12,12.225806451612904,19,20.451612903225808,14,5,NA,NA
2021-03-01,41,Construcción de edificios,1176,1196.741935483871,2753,2816.3870967741937,1471,1282,NA,NA
2021-03-01,42,Ingeniería civil,63,65.70967741935483,182,178.22580645161293,154,28,NA,NA
2021-03-01,43,Actividades de construcción especializada,1775,1821,4360,4475.580645161291,3313,1047,NA,NA
2021-03-01,45,Venta y reparación de vehículos de motor y motocicletas,4060,4135.548387096775,12209,12643,9567,2642,NA,NA
2021-03-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",10340,10576.064516129032,41824,43787.93548387097,27224,14600,NA,NA
2021-03-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",21684,22406.06451612903,64568,69811.83870967742,18704,45864,NA,NA
2021-03-01,49,Transporte terrestre y por tubería,6005,6096.806451612903,15408,15937,12944,2464,NA,NA
2021-03-01,50,Transporte marítimo y por vías navegables interiores,312,318.1290322580645,1117,1169.3870967741937,681,436,NA,NA
2021-03-01,51,Transporte aéreo,159,160.06451612903226,14134,14374.419354838708,7378,6756,NA,NA
2021-03-01,52,Almacenamiento y actividades anexas al transporte,1028,1042.7096774193549,10737,11052.322580645161,6825,3912,NA,NA
2021-03-01,53,Actividades postales y de correos,120,121.58064516129032,393,399.5483870967742,287,106,NA,NA
2021-03-01,55,Servicios de alojamiento,10342,10522.354838709678,111721,115507.45161290323,50332,61389,NA,NA
2021-03-01,56,Servicios de comidas y bebidas,68985,71964.74193548388,243595,258257.6451612903,115687,127908,NA,NA
2021-03-01,58,Edición,337,337.22580645161287,2308,2310.129032258065,1137,1171,NA,NA
2021-03-01,59,"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical",503,514.4193548387096,3842,4422.548387096775,1716,2126,NA,NA
2021-03-01,60,Actividades de programación y emisión de radio y televisión,106,105.45161290322581,403,405.16129032258067,238,165,NA,NA
2021-03-01,61,Telecomunicaciones,146,155.38709677419354,417,437.8709677419355,224,193,NA,NA
2021-03-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",555,568.2258064516129,2759,2840.1290322580644,1645,1114,NA,NA
2021-03-01,63,Servicios de información,179,179.67741935483872,844,858.5806451612902,405,439,NA,NA
2021-03-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",120,120.03225806451613,585,604.2903225806451,260,325,NA,NA
2021-03-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",16,17,40,41,21,19,NA,NA
2021-03-01,66,Actividades auxiliares a los servicios financieros y a los seguros,223,226.8709677419355,888,900.3548387096773,312,576,NA,NA
2021-03-01,68,Actividades inmobiliarias,2035,2066.4838709677415,4409,4524.548387096775,1651,2758,NA,NA
2021-03-01,69,Actividades jurídicas y de contabilidad,842,854.3870967741934,3004,3067.7419354838707,1000,2004,NA,NA
2021-03-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,493,502.54838709677415,2484,2526.6129032258063,1025,1459,NA,NA
2021-03-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,681,696.0645161290322,2384,2378.774193548387,1393,991,NA,NA
2021-03-01,72,Investigación y desarrollo,78,78.12903225806451,291,307.1612903225806,157,134,NA,NA
2021-03-01,73,Publicidad y estudios de mercado,1126,1137.1935483870968,4135,4221.322580645162,1885,2250,NA,NA
2021-03-01,74,"Otras actividades profesionales, científicas y técnicas",773,778.9677419354839,3236,3310.7741935483873,1386,1850,NA,NA
2021-03-01,75,Actividades veterinarias,39,49.54838709677419,57,73.25806451612902,9,48,NA,NA
2021-03-01,77,Actividades de alquiler,1743,1769.8064516129032,8109,8327.935483870968,4905,3204,NA,NA
2021-03-01,78,Actividades relacionadas con el empleo,283,287.7096774193548,1257,1366,487,770,NA,NA
2021-03-01,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",3761,3778.645161290323,22723,22954.322580645163,5899,16824,NA,NA
2021-03-01,80,Actividades de seguridad e investigación,131,137.29032258064518,1258,1324.9032258064517,818,440,NA,NA
2021-03-01,81,Servicios a edificios y actividades de jardinería,1897,1947.741935483871,9420,9892.129032258064,2815,6605,NA,NA
2021-03-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,1856,1880.2903225806451,9819,10226.774193548386,4456,5363,NA,NA
2021-03-01,84,Administración Pública y defensa; Seguridad Social obligatoria,26,26,395,403.4193548387097,167,228,NA,NA
2021-03-01,85,Educación,3393,3490.967741935484,9774,10167.612903225807,3237,6537,NA,NA
2021-03-01,86,Actividades sanitarias,2085,2135,3808,3951.2258064516127,748,3060,NA,NA
2021-03-01,87,Asistencia en establecimientos residenciales,152,153.38709677419357,677,736.3548387096774,186,491,NA,NA
2021-03-01,88,Actividades de servicios sociales sin alojamiento,578,588.1612903225806,1966,2009.5806451612902,601,1365,NA,NA
2021-03-01,90,"Actividades de creación, artísticas y espectáculos",1101,1109.6129032258066,3901,3968.6129032258063,2183,1718,NA,NA
2021-03-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",279,281.58064516129036,1719,1748.516129032258,687,1032,NA,NA
2021-03-01,92,Actividades de juegos de azar y apuestas,1568,1607.6451612903224,12134,12598.129032258064,6608,5526,NA,NA
2021-03-01,93,"Actividades deportivas, recreativas y de entretenimiento",6405,6658.064516129032,32274,34314.3870967742,17497,14777,NA,NA
2021-03-01,94,Actividades asociativas,1064,1075.8387096774195,3229,3259.935483870968,1173,2056,NA,NA
2021-03-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",500,514.2258064516129,1140,1206.5483870967741,637,503,NA,NA
2021-03-01,96,Otros servicios personales,7262,7461.322580645162,18276,18975.1935483871,4073,14203,NA,NA
2021-03-01,97,Actividades de los hogares como empleadores de personal doméstico,40,40,112,115.38709677419357,58,54,NA,NA
2021-03-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,0,0,0,0,0,0,NA,NA
2021-03-01,99,Actividades de organizaciones y organismos extraterritoriales,4,4,27,27,9,18,NA,NA
2021-04-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",207,209.86666666666667,661,522.9,367,294,NA,NA
2021-04-01,02,Silvicultura y explotación forestal,11,11,19,22.433333333333334,14,5,NA,NA
2021-04-01,03,Pesca y acuicultura,40,39.43333333333334,124,124.36666666666667,91,33,NA,NA
2021-04-01,05,"Extracción de antracita, hulla y lignito",1,1,2,2,1,1,NA,NA
2021-04-01,06,Extracción de crudo de petróleo y gas natural,0,0,0,0,0,0,NA,NA
2021-04-01,07,Extracción de minerales metálicos,1,1,11,11,9,2,NA,NA
2021-04-01,08,Otras industrias extractivas,23,23.233333333333334,71,71.7,62,9,NA,NA
2021-04-01,09,Actividades de apoyo a las industrias extractivas,0,0,0,0,0,0,NA,NA
2021-04-01,10,Industria de la alimentación,1789,1808.2666666666664,7459,7689.633333333333,4122,3337,NA,NA
2021-04-01,11,Fabricación de bebidas,645,658.8,2305,2376.0666666666666,1608,697,NA,NA
2021-04-01,12,Industria del tabaco,4,4,56,56.666666666666664,20,36,NA,NA
2021-04-01,13,Industria textil,367,373.43333333333334,2168,2186.5333333333333,1076,1092,NA,NA
2021-04-01,14,Confección de prendas de vestir,837,855.5333333333333,3555,3676.0333333333333,745,2810,NA,NA
2021-04-01,15,Industria del cuero y del calzado,260,262.23333333333335,1370,1456.3,765,605,NA,NA
2021-04-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",195,197.76666666666665,575,587.4,425,150,NA,NA
2021-04-01,17,Industria del papel,101,104.06666666666666,455,471.2666666666667,286,169,NA,NA
2021-04-01,18,Artes gráficas y reproducción de soportes grabados,1774,1790.0666666666666,5949,6091.0666666666675,3838,2111,NA,NA
2021-04-01,19,Coquerías y refino de petróleo,1,1,3,6.666666666666667,3,0,NA,NA
2021-04-01,20,Industria química,236,236.63333333333335,1263,1294.9333333333334,892,371,NA,NA
2021-04-01,21,Fabricación de productos farmacéuticos,20,20.366666666666667,149,152.63333333333333,70,79,NA,NA
2021-04-01,22,Fabricación de productos de caucho y plásticos,186,187.93333333333334,1352,1245.7,909,443,NA,NA
2021-04-01,23,Fabricación de otros productos minerales no metálicos,193,197.6,1011,1046.4333333333334,695,316,NA,NA
2021-04-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",78,81.6,321,364.3333333333333,265,56,NA,NA
2021-04-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",801,818.4000000000001,3258,3281.2333333333336,2591,667,NA,NA
2021-04-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",84,82.56666666666666,474,474.76666666666665,299,175,NA,NA
2021-04-01,27,Fabricación de material y equipo eléctrico,114,114.96666666666667,630,613.8,434,196,NA,NA
2021-04-01,28,Fabricación de maquinaria y equipo n.c.o.p.,380,378.7,1656,1700.5,1281,375,NA,NA
2021-04-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",113,113.36666666666667,2672,2668.4999999999995,2249,423,NA,NA
2021-04-01,30,Fabricación de otro material de transporte,68,69.86666666666667,641,692.3333333333334,508,133,NA,NA
2021-04-01,31,Fabricación de muebles,295,294.16666666666663,1118,1152.2,864,254,NA,NA
2021-04-01,32,Otras industrias manufactureras,478,485.5666666666667,1688,1726.4333333333334,891,797,NA,NA
2021-04-01,33,Reparación e instalación de maquinaria y equipo,515,526.4333333333334,1817,1855.4666666666667,1457,360,NA,NA
2021-04-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",60,61.13333333333333,144,152.03333333333333,117,27,NA,NA
2021-04-01,36,"Captación, depuración y distribución de agua",19,19.866666666666667,63,70.33333333333333,47,16,NA,NA
2021-04-01,37,Recogida y tratamiento de aguas residuales,7,7,12,12,10,2,NA,NA
2021-04-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",70,72.36666666666667,212,222.23333333333335,150,62,NA,NA
2021-04-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,9,9,15,15,12,3,NA,NA
2021-04-01,41,Construcción de edificios,1092,1109.4333333333334,2533,2582.4333333333334,1361,1172,NA,NA
2021-04-01,42,Ingeniería civil,63,63.16666666666667,160,171.60000000000002,130,30,NA,NA
2021-04-01,43,Actividades de construcción especializada,1663,1693.2,4066,4152.3,3072,994,NA,NA
2021-04-01,45,Venta y reparación de vehículos de motor y motocicletas,3805,3869.933333333333,11400,11658.633333333333,8899,2501,NA,NA
2021-04-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",9330,9465.533333333335,33998,34849.26666666666,21779,12219,NA,NA
2021-04-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",19110,19449.766666666666,50145,51941.433333333334,15326,34819,NA,NA
2021-04-01,49,Transporte terrestre y por tubería,5889,5936.833333333333,14455,14750.5,12110,2345,NA,NA
2021-04-01,50,Transporte marítimo y por vías navegables interiores,311,307.56666666666666,1085,1074.0666666666666,666,419,NA,NA
2021-04-01,51,Transporte aéreo,154,154.16666666666666,14127,14103.1,7500,6627,NA,NA
2021-04-01,52,Almacenamiento y actividades anexas al transporte,1026,1030.7,9531,9588.866666666665,6182,3349,NA,NA
2021-04-01,53,Actividades postales y de correos,122,120.36666666666667,372,375.46666666666664,267,105,NA,NA
2021-04-01,55,Servicios de alojamiento,9957,9987.166666666668,104461,105222.86666666667,47021,57440,NA,NA
2021-04-01,56,Servicios de comidas y bebidas,59434,60346.83333333333,196639,200872.96666666667,94426,102213,NA,NA
2021-04-01,58,Edición,320,322.93333333333334,2181,2205.7333333333336,1060,1121,NA,NA
2021-04-01,59,"Actividades cinematográficas, de vídeo y de programas de TV grabación de sonido y edición musical",477,480.0333333333333,3409,3376,1522,1887,NA,NA
2021-04-01,60,Actividades de programación y emisión de radio y televisión,100,100.86666666666667,372,374.69999999999993,225,147,NA,NA
2021-04-01,61,Telecomunicaciones,140,142.1,376,383.4666666666667,202,174,NA,NA
2021-04-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",516,526.8333333333333,2541,2595.5,1527,1014,NA,NA
2021-04-01,63,Servicios de información,175,177.2,783,788.7,356,427,NA,NA
2021-04-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",122,122.1,532,542.3,221,311,NA,NA
2021-04-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",16,16.233333333333334,41,41.36666666666667,23,18,NA,NA
2021-04-01,66,Actividades auxiliares a los servicios financieros y a los seguros,210,211.46666666666664,847,850.1333333333333,291,556,NA,NA
2021-04-01,68,Actividades inmobiliarias,1934,1960.2999999999997,3992,4062.0333333333338,1511,2481,NA,NA
2021-04-01,69,Actividades jurídicas y de contabilidad,798,805.8,2781,2808.866666666667,919,1862,NA,NA
2021-04-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,469,475.26666666666665,2360,2385.6,979,1381,NA,NA
2021-04-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,630,638.4666666666667,1894,1971.5666666666666,1089,805,NA,NA
2021-04-01,72,Investigación y desarrollo,72,73.73333333333333,230,238.56666666666666,115,115,NA,NA
2021-04-01,73,Publicidad y estudios de mercado,1073,1084.7,3750,3820.8,1708,2042,NA,NA
2021-04-01,74,"Otras actividades profesionales, científicas y técnicas",707,716.2,2930,2978.5333333333333,1250,1680,NA,NA
2021-04-01,75,Actividades veterinarias,33,34,51,52,8,43,NA,NA
2021-04-01,77,Actividades de alquiler,1655,1672.3000000000002,7389,7529.7,4445,2944,NA,NA
2021-04-01,78,Actividades relacionadas con el empleo,261,268.9666666666667,1140,1187.8333333333335,411,729,NA,NA
2021-04-01,79,"Actividades de agencias de viajes, operadores turísticos, serv. de reservas y activ rel con los mismos",3716,3727.9333333333334,21789,21949.533333333333,5668,16121,NA,NA
2021-04-01,80,Actividades de seguridad e investigación,109,114.06666666666666,1010,1163.9666666666667,608,402,NA,NA
2021-04-01,81,Servicios a edificios y actividades de jardinería,1738,1768.3000000000002,8618,8567.8,2765,5853,NA,NA
2021-04-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,1754,1772.3333333333333,9274,9389.833333333332,4255,5019,NA,NA
2021-04-01,84,Administración Pública y defensa; Seguridad Social obligatoria,24,24.733333333333334,338,339.1,142,196,NA,NA
2021-04-01,85,Educación,3069,3125.3,8232,8432.2,2595,5637,NA,NA
2021-04-01,86,Actividades sanitarias,1868,1902.9999999999998,3328,3402.9666666666667,651,2677,NA,NA
2021-04-01,87,Asistencia en establecimientos residenciales,149,151.5,646,670.5333333333333,174,472,NA,NA
2021-04-01,88,Actividades de servicios sociales sin alojamiento,539,549.1333333333332,1833,1857.5333333333335,559,1274,NA,NA
2021-04-01,90,"Actividades de creación, artísticas y espectáculos",1054,1062.0666666666666,3700,3725.8,2063,1637,NA,NA
2021-04-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",261,264.4666666666667,1624,1628.3,646,978,NA,NA
2021-04-01,92,Actividades de juegos de azar y apuestas,1394,1412.3666666666666,9635,9957.133333333333,5201,4434,NA,NA
2021-04-01,93,"Actividades deportivas, recreativas y de entretenimiento",5440,5532.266666666666,23985,24707.133333333335,12691,11294,NA,NA
2021-04-01,94,Actividades asociativas,1004,1011.3000000000001,2982,2997.4,1093,1889,NA,NA
2021-04-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",452,464.0666666666666,985,1026.1,549,436,NA,NA
2021-04-01,96,Otros servicios personales,6664,6785.166666666666,16323,16601.466666666667,3720,12603,NA,NA
2021-04-01,97,Actividades de los hogares como empleadores de personal doméstico,37,37.16666666666667,104,106.3,53,51,NA,NA
2021-04-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,0,0,0,0,0,0,NA,NA
2021-04-01,99,Actividades de organizaciones y organismos extraterritoriales,4,4,27,27,9,18,NA,NA
2021-05-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",186,190.35483870967744,542,575.6451612903226,334,208,NA,NA
2021-05-01,02,Silvicultura y explotación forestal,10,10.258064516129032,16,16.967741935483872,12,4,NA,NA
2021-05-01,03,Pesca y acuicultura,35,35.483870967741936,105,110.90322580645162,76,29,NA,NA
2021-05-01,05,"Extracción de antracita, hulla y lignito",1,1,2,2,1,1,NA,NA
2021-05-01,06,Extracción de crudo de petróleo y gas natural,0,0,0,0,0,0,NA,NA
2021-05-01,07,Extracción de minerales metálicos,1,1,10,10.096774193548388,8,2,NA,NA
2021-05-01,08,Otras industrias extractivas,18,18.32258064516129,52,52.67741935483871,44,8,NA,NA
2021-05-01,09,Actividades de apoyo a las industrias extractivas,0,0,0,0,0,0,NA,NA
2021-05-01,10,Industria de la alimentación,1599,1648.5806451612902,6377,6606.548387096775,3518,2859,NA,NA
2021-05-01,11,Fabricación de bebidas,573,583.3870967741935,1831,1906.516129032258,1286,545,NA,NA
2021-05-01,12,Industria del tabaco,4,4,55,55.29032258064516,19,36,NA,NA
2021-05-01,13,Industria textil,337,349.19354838709677,2012,2119.8709677419356,987,1025,NA,NA
2021-05-01,14,Confección de prendas de vestir,764,789.2258064516129,3135,3297.3870967741937,669,2466,NA,NA
2021-05-01,15,Industria del cuero y del calzado,236,243.22580645161293,1113,1216.483870967742,584,529,NA,NA
2021-05-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",177,180.03225806451613,517,523.1935483870967,387,130,NA,NA
2021-05-01,17,Industria del papel,99,99.06451612903226,391,400.4193548387097,244,147,NA,NA
2021-05-01,18,Artes gráficas y reproducción de soportes grabados,1695,1714.1290322580646,5619,5758.096774193549,3632,1987,NA,NA
2021-05-01,19,Coquerías y refino de petróleo,2,1.8709677419354838,28,24.967741935483872,22,6,NA,NA
2021-05-01,20,Industria química,220,223.1290322580645,1046,1071.774193548387,701,345,NA,NA
2021-05-01,21,Fabricación de productos farmacéuticos,20,20,98,98,41,57,NA,NA
2021-05-01,22,Fabricación de productos de caucho y plásticos,181,185.6451612903226,1203,1475.5483870967741,816,387,NA,NA
2021-05-01,23,Fabricación de otros productos minerales no metálicos,178,181.58064516129033,819,840.4516129032259,545,274,NA,NA
2021-05-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",69,75.7741935483871,326,383,270,56,NA,NA
2021-05-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",722,735.8709677419355,2877,2961.935483870968,2260,617,NA,NA
2021-05-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",77,76.74193548387096,365,366.7741935483871,245,120,NA,NA
2021-05-01,27,Fabricación de material y equipo eléctrico,109,111.2258064516129,585,611.5483870967743,408,177,NA,NA
2021-05-01,28,Fabricación de maquinaria y equipo n.c.o.p.,353,358.41935483870964,1624,1665.2903225806451,1256,368,NA,NA
2021-05-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",117,121.45161290322581,3967,4339.645161290323,3365,602,NA,NA
2021-05-01,30,Fabricación de otro material de transporte,65,68.12903225806451,684,717.0967741935484,539,145,NA,NA
2021-05-01,31,Fabricación de muebles,268,276.6774193548387,945,996.8387096774194,714,231,NA,NA
2021-05-01,32,Otras industrias manufactureras,445,452.93548387096774,1543,1581.6129032258063,810,733,NA,NA
2021-05-01,33,Reparación e instalación de maquinaria y equipo,464,474.2903225806451,1582,1668.1612903225805,1241,341,NA,NA
2021-05-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",48,50.096774193548384,124,129.16129032258064,98,26,NA,NA
2021-05-01,36,"Captación, depuración y distribución de agua",16,16.58064516129032,45,46.74193548387097,34,11,NA,NA
2021-05-01,37,Recogida y tratamiento de aguas residuales,6,6.290322580645162,16,15.806451612903226,14,2,NA,NA
2021-05-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",67,66.93548387096774,173,179.5483870967742,121,52,NA,NA
2021-05-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,7,7.451612903225806,11,11.451612903225806,8,3,NA,NA
2021-05-01,41,Construcción de edificios,991,1008.9032258064517,2198,2258.935483870968,1165,1033,NA,NA
2021-05-01,42,Ingeniería civil,61,61.64516129032258,146,145.5483870967742,117,29,NA,NA
2021-05-01,43,Actividades de construcción especializada,1501,1549.2903225806454,3506,3700.7419354838707,2605,901,NA,NA
2021-05-01,45,Venta y reparación de vehículos de motor y motocicletas,3432,3547.1612903225805,9801,10263.612903225807,7605,2196,NA,NA
2021-05-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",8423,8613.516129032258,28992,30201.290322580644,18413,10579,NA,NA
2021-05-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",17053,17591.451612903227,42656,44478.032258064515,12994,29662,NA,NA
2021-05-01,49,Transporte terrestre y por tubería,5511,5625.580645161291,13445,13771.580645161292,11207,2238,NA,NA
2021-05-01,50,Transporte marítimo y por vías navegables interiores,278,289.61290322580646,953,995.7096774193549,567,386,NA,NA
2021-05-01,51,Transporte aéreo,143,145.74193548387098,13350,13374.129032258064,7060,6290,NA,NA
2021-05-01,52,Almacenamiento y actividades anexas al transporte,984,997.3548387096776,9378,9585.580645161292,6083,3295,NA,NA
2021-05-01,53,Actividades postales y de correos,117,118.25806451612904,361,367.8709677419355,259,102,NA,NA
2021-05-01,55,Servicios de alojamiento,9238,9537.387096774193,90689,96224.58064516129,40546,50143,NA,NA
2021-05-01,56,Servicios de comidas y bebidas,49179,52374.45161290323,153616,167161.93548387097,72970,80646,NA,NA
2021-05-01,58,Edición,303,307.9032258064516,2040,2067.9032258064517,1007,1033,NA,NA
2021-05-01,59,"Actividades cinematográficas, de vídeo y de programas de TV grabación de sonido y edición musical",459,467.0645161290322,3041,3219.677419354839,1337,1704,NA,NA
2021-05-01,60,Actividades de programación y emisión de radio y televisión,93,94.45161290322581,344,352.5483870967742,213,131,NA,NA
2021-05-01,61,Telecomunicaciones,122,127.25806451612902,341,353.58064516129025,176,165,NA,NA
2021-05-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",474,484.38709677419354,2085,2197.1290322580644,1260,825,NA,NA
2021-05-01,63,Servicios de información,169,170.06451612903226,727,754.0967741935484,324,403,NA,NA
2021-05-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",112,114.29032258064515,467,482.1612903225806,195,272,NA,NA
2021-05-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",17,17.064516129032256,34,36.064516129032256,15,19,NA,NA
2021-05-01,66,Actividades auxiliares a los servicios financieros y a los seguros,187,193.1290322580645,711,722.1612903225807,257,454,NA,NA
2021-05-01,68,Actividades inmobiliarias,1750,1799.7096774193549,3524,3657.1290322580644,1332,2192,NA,NA
2021-05-01,69,Actividades jurídicas y de contabilidad,741,756.8064516129032,2537,2608.1290322580644,816,1721,NA,NA
2021-05-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,439,446.64516129032256,2013,2094.8064516129034,810,1203,NA,NA
2021-05-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,562,577.8387096774194,1673,1788.967741935484,976,697,NA,NA
2021-05-01,72,Investigación y desarrollo,56,57.19354838709678,170,186.67741935483872,74,96,NA,NA
2021-05-01,73,Publicidad y estudios de mercado,993,1019.9677419354839,3372,3460.387096774193,1508,1864,NA,NA
2021-05-01,74,"Otras actividades profesionales, científicas y técnicas",641,657.3870967741935,2534,2626.322580645161,1103,1431,NA,NA
2021-05-01,75,Actividades veterinarias,27,27.612903225806452,32,32.54838709677419,6,26,NA,NA
2021-05-01,77,Actividades de alquiler,1551,1586.0645161290322,6437,6719.064516129032,3861,2576,NA,NA
2021-05-01,78,Actividades relacionadas con el empleo,236,248.06451612903226,893,988.6129032258063,297,596,NA,NA
2021-05-01,79,"Actividades de agencias de viajes, operadores turísticos, serv. de reservas y activ rel con los mismos",3554,3618.612903225807,21507,22272.129032258068,5477,16030,NA,NA
2021-05-01,80,Actividades de seguridad e investigación,100,101.70967741935483,798,851.0967741935484,488,310,NA,NA
2021-05-01,81,Servicios a edificios y actividades de jardinería,1568,1625.8709677419356,7247,7639.903225806452,2257,4990,NA,NA
2021-05-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,1591,1636.8387096774195,8309,8616.806451612902,3869,4440,NA,NA
2021-05-01,84,Administración Pública y defensa; Seguridad Social obligatoria,21,21,274,274.22580645161287,115,159,NA,NA
2021-05-01,85,Educación,2804,2865.4193548387098,7138,7324.483870967742,2187,4951,NA,NA
2021-05-01,86,Actividades sanitarias,1681,1723.3870967741934,2904,2988.935483870968,559,2345,NA,NA
2021-05-01,87,Asistencia en establecimientos residenciales,128,133.29032258064515,550,580.9354838709678,139,411,NA,NA
2021-05-01,88,Actividades de servicios sociales sin alojamiento,482,495.4193548387097,1630,1677.8064516129032,524,1106,NA,NA
2021-05-01,90,"Actividades de creación, artísticas y espectáculos",1000,1010.0645161290323,3392,3453.7741935483873,1864,1528,NA,NA
2021-05-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",249,254.32258064516128,1540,1576.3870967741937,609,931,NA,NA
2021-05-01,92,Actividades de juegos de azar y apuestas,1253,1295.9354838709678,7483,7957.741935483871,4139,3344,NA,NA
2021-05-01,93,"Actividades deportivas, recreativas y de entretenimiento",4791,4943.451612903225,19914,20969.354838709678,10460,9454,NA,NA
2021-05-01,94,Actividades asociativas,937,961.5483870967741,2732,2819.258064516129,1002,1730,NA,NA
2021-05-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",404,417.45161290322574,831,869.4193548387096,453,378,NA,NA
2021-05-01,96,Otros servicios personales,5930,6124.548387096775,13878,14786.90322580645,3138,10740,NA,NA
2021-05-01,97,Actividades de los hogares como empleadores de personal doméstico,34,34.58064516129032,88,92.32258064516128,39,49,NA,NA
2021-05-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,0,0,0,0,0,0,NA,NA
2021-05-01,99,Actividades de organizaciones y organismos extraterritoriales,3,3,23,23,9,14,NA,NA
