cnae2009_seccion_1digito_cod,cnae2009_seccion_1digito_nombre,cnae2009_division_2digitos_cod,cnae2009_division_2digitos_nombre,cnae2009_grupo_3digitos_cod,cnae2009_grupo_3digitos_nombre,cnae2009_clase_4digitos_cod,cnae2009_clase_4digitos_nombre,cnae2009_clase_4digitos_codint
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",011,Cultivos no perennes,0111,"Cultivo de cereales (excepto arroz), leguminosas y semillas oleaginosas",A0111
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",011,Cultivos no perennes,0112,Cultivo de arroz,A0112
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",011,Cultivos no perennes,0113,"Cultivo de hortalizas, raíces y tubérculos",A0113
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",011,Cultivos no perennes,0114,Cultivo de caña de azúcar,A0114
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",011,Cultivos no perennes,0115,Cultivo de tabaco,A0115
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",011,Cultivos no perennes,0116,Cultivo de plantas para fibras textiles,A0116
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",011,Cultivos no perennes,0119,Otros cultivos no perennes,A0119
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0121,Cultivo de la vid,A0121
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0122,Cultivo de frutos tropicales y subtropicales,A0122
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0123,Cultivo de cítricos,A0123
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0124,Cultivo de frutos con hueso y pepitas,A0124
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0125,Cultivo de otros árboles y arbustos frutales y frutos secos,A0125
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0126,Cultivo de frutos oleaginosos,A0126
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0127,Cultivo de plantas para bebidas,A0127
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0128,"Cultivo de especias, plantas aromáticas, medicinales y farmacéuticas",A0128
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",012,Cultivos perennes,0129,Otros cultivos perennes,A0129
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",013,Propagación de plantas,0130,Propagación de plantas,A0130
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0141,Explotación de ganado bovino para la producción de leche,A0141
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0142,Explotación de otro ganado bovino y búfalos,A0142
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0143,Explotación de caballos y otros equinos,A0143
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0144,Explotación de camellos y otros camélidos,A0144
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0145,Explotación de ganado ovino y caprino,A0145
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0146,Explotación de ganado porcino,A0146
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0147,Avicultura,A0147
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",014,Producción ganadera,0149,Otras explotaciones de ganado,A0149
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",015,Producción agrícola combinada con la producción ganadera,0150,Producción agrícola combinada con la producción ganadera,A0150
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",016,"Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",0161,Actividades de apoyo a la agricultura,A0161
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",016,"Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",0162,Actividades de apoyo a la ganadería,A0162
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",016,"Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",0163,Actividades de preparación posterior a la cosecha,A0163
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",016,"Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",0164,Tratamiento de semillas para reproducción,A0164
A,"Agricultura, ganadería, silvicultura y pesca",01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",017,"Caza, captura de animales y servicios relacionados con las mismas",0170,"Caza, captura de animales y servicios relacionados con las mismas",A0170
A,"Agricultura, ganadería, silvicultura y pesca",02,Silvicultura y explotación forestal,021,Silvicultura y otras actividades forestales,0210,Silvicultura y otras actividades forestales,A0210
A,"Agricultura, ganadería, silvicultura y pesca",02,Silvicultura y explotación forestal,022,Explotación de la madera,0220,Explotación de la madera,A0220
A,"Agricultura, ganadería, silvicultura y pesca",02,Silvicultura y explotación forestal,023,"Recolección de productos silvestres, excepto madera",0230,"Recolección de productos silvestres, excepto madera",A0230
A,"Agricultura, ganadería, silvicultura y pesca",02,Silvicultura y explotación forestal,024,Servicios de apoyo a la silvicultura,0240,Servicios de apoyo a la silvicultura,A0240
A,"Agricultura, ganadería, silvicultura y pesca",03,Pesca y acuicultura,031,Pesca,0311,Pesca marina,A0311
A,"Agricultura, ganadería, silvicultura y pesca",03,Pesca y acuicultura,031,Pesca,0312,Pesca en agua dulce,A0312
A,"Agricultura, ganadería, silvicultura y pesca",03,Pesca y acuicultura,032,Acuicultura,0321,Acuicultura marina,A0321
A,"Agricultura, ganadería, silvicultura y pesca",03,Pesca y acuicultura,032,Acuicultura,0322,Acuicultura en agua dulce,A0322
B,Industrias extractivas,05,"Extracción de antracita, hulla y lignito",051,Extracción de antracita y hulla,0510,Extracción de antracita y hulla,B0510
B,Industrias extractivas,05,"Extracción de antracita, hulla y lignito",052,Extracción de lignito,0520,Extracción de lignito,B0520
B,Industrias extractivas,06,Extracción de crudo de petróleo y gas natural,061,Extracción de crudo de petróleo,0610,Extracción de crudo de petróleo,B0610
B,Industrias extractivas,06,Extracción de crudo de petróleo y gas natural,062,Extracción de gas natural,0620,Extracción de gas natural,B0620
B,Industrias extractivas,07,Extracción de minerales metálicos,071,Extracción de minerales de hierro,0710,Extracción de minerales de hierro,B0710
B,Industrias extractivas,07,Extracción de minerales metálicos,072,Extracción de minerales metálicos no férreos,0721,Extracción de minerales de uranio y torio,B0721
B,Industrias extractivas,07,Extracción de minerales metálicos,072,Extracción de minerales metálicos no férreos,0729,Extracción de otros minerales metálicos no férreos,B0729
B,Industrias extractivas,08,Otras industrias extractivas,081,"Extracción de piedra, arena y arcilla",0811,"Extracción de piedra ornamental y para la construcción, piedra caliza, yeso, creta y pizarra",B0811
B,Industrias extractivas,08,Otras industrias extractivas,081,"Extracción de piedra, arena y arcilla",0812,Extracción de gravas y arenas; extracción de arcilla y caolín,B0812
B,Industrias extractivas,08,Otras industrias extractivas,089,Industrias extractivas n.c.o.p.,0891,Extracción de minerales para productos químicos y fertilizantes,B0891
B,Industrias extractivas,08,Otras industrias extractivas,089,Industrias extractivas n.c.o.p.,0892,Extracción de turba,B0892
B,Industrias extractivas,08,Otras industrias extractivas,089,Industrias extractivas n.c.o.p.,0893,Extracción de sal,B0893
B,Industrias extractivas,08,Otras industrias extractivas,089,Industrias extractivas n.c.o.p.,0899,Otras industrias extractivas n.c.o.p.,B0899
B,Industrias extractivas,09,Actividades de apoyo a las industrias extractivas,091,Actividades de apoyo a la extracción de petróleo y gas natural,0910,Actividades de apoyo a la extracción de petróleo y gas natural,B0910
B,Industrias extractivas,09,Actividades de apoyo a las industrias extractivas,099,Actividades de apoyo a otras industrias extractivas,0990,Actividades de apoyo a otras industrias extractivas,B0990
C,Industria manufacturera,10,Industria de la alimentación,101,Procesado y conservación de carne y elaboración de productos cárnicos,1011,Procesado y conservación de carne,C1011
C,Industria manufacturera,10,Industria de la alimentación,101,Procesado y conservación de carne y elaboración de productos cárnicos,1012,Procesado y conservación de volatería,C1012
C,Industria manufacturera,10,Industria de la alimentación,101,Procesado y conservación de carne y elaboración de productos cárnicos,1013,Elaboración de productos cárnicos y de volatería,C1013
C,Industria manufacturera,10,Industria de la alimentación,102,"Procesado y conservación de pescados, crustáceos y moluscos",1021,"Procesado de pescados, crustáceos y moluscos",C1021
C,Industria manufacturera,10,Industria de la alimentación,102,"Procesado y conservación de pescados, crustáceos y moluscos",1022,Fabricación de conservas de pescado,C1022
C,Industria manufacturera,10,Industria de la alimentación,103,Procesado y conservación de frutas y hortalizas,1031,Procesado y conservación de patatas,C1031
C,Industria manufacturera,10,Industria de la alimentación,103,Procesado y conservación de frutas y hortalizas,1032,Elaboración de zumos de frutas y hortalizas,C1032
C,Industria manufacturera,10,Industria de la alimentación,103,Procesado y conservación de frutas y hortalizas,1039,Otro procesado y conservación de frutas y hortalizas,C1039
C,Industria manufacturera,10,Industria de la alimentación,104,Fabricación de aceites y grasas vegetales y animales,1042,Fabricación de margarina y grasas comestibles similares,C1042
C,Industria manufacturera,10,Industria de la alimentación,104,Fabricación de aceites y grasas vegetales y animales,1043,Fabricación de aceite de oliva,C1043
C,Industria manufacturera,10,Industria de la alimentación,104,Fabricación de aceites y grasas vegetales y animales,1044,Fabricación de otros aceites y grasas,C1044
C,Industria manufacturera,10,Industria de la alimentación,105,Fabricación de productos lácteos,1052,Elaboración de helados,C1052
C,Industria manufacturera,10,Industria de la alimentación,105,Fabricación de productos lácteos,1053,Fabricación de quesos,C1053
C,Industria manufacturera,10,Industria de la alimentación,105,Fabricación de productos lácteos,1054,Preparación de leche y otros productos lácteos,C1054
C,Industria manufacturera,10,Industria de la alimentación,106,"Fabricación de productos de molinería, almidones y productos amiláceos",1061,Fabricación de productos de molinería,C1061
C,Industria manufacturera,10,Industria de la alimentación,106,"Fabricación de productos de molinería, almidones y productos amiláceos",1062,Fabricación de almidones y productos amiláceos,C1062
C,Industria manufacturera,10,Industria de la alimentación,107,Fabricación de productos de panadería y pastas alimenticias,1071,Fabricación de pan y de productos frescos de panadería y pastelería,C1071
C,Industria manufacturera,10,Industria de la alimentación,107,Fabricación de productos de panadería y pastas alimenticias,1072,Fabricación de galletas y productos de panadería y pastelería de larga duración,C1072
C,Industria manufacturera,10,Industria de la alimentación,107,Fabricación de productos de panadería y pastas alimenticias,1073,"Fabricación de pastas alimenticias, cuscús y productos similares",C1073
C,Industria manufacturera,10,Industria de la alimentación,108,Fabricación de otros productos alimenticios,1081,Fabricación de azúcar,C1081
C,Industria manufacturera,10,Industria de la alimentación,108,Fabricación de otros productos alimenticios,1082,"Fabricación de cacao, chocolate y productos de confitería",C1082
C,Industria manufacturera,10,Industria de la alimentación,108,Fabricación de otros productos alimenticios,1083,"Elaboración de café, té e infusiones",C1083
C,Industria manufacturera,10,Industria de la alimentación,108,Fabricación de otros productos alimenticios,1084,"Elaboración de especias, salsas y condimentos",C1084
C,Industria manufacturera,10,Industria de la alimentación,108,Fabricación de otros productos alimenticios,1085,Elaboración de platos y comidas preparados,C1085
C,Industria manufacturera,10,Industria de la alimentación,108,Fabricación de otros productos alimenticios,1086,Elaboración de preparados alimenticios homogeneizados y alimentos dietéticos,C1086
C,Industria manufacturera,10,Industria de la alimentación,108,Fabricación de otros productos alimenticios,1089,Elaboración de otros productos alimenticios n.c.o.p.,C1089
C,Industria manufacturera,10,Industria de la alimentación,109,Fabricación de productos para la alimentación animal,1091,Fabricación de productos para la alimentación de animales de granja,C1091
C,Industria manufacturera,10,Industria de la alimentación,109,Fabricación de productos para la alimentación animal,1092,Fabricación de productos para la alimentación de animales de compañía,C1092
C,Industria manufacturera,11,Fabricación de bebidas,110,Fabricación de bebidas,1101,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101
C,Industria manufacturera,11,Fabricación de bebidas,110,Fabricación de bebidas,1102,Elaboración de vinos,C1102
C,Industria manufacturera,11,Fabricación de bebidas,110,Fabricación de bebidas,1103,Elaboración de sidra y otras bebidas fermentadas a partir de frutas,C1103
C,Industria manufacturera,11,Fabricación de bebidas,110,Fabricación de bebidas,1104,"Elaboración de otras bebidas no destiladas, procedentes de la fermentación",C1104
C,Industria manufacturera,11,Fabricación de bebidas,110,Fabricación de bebidas,1105,Fabricación de cerveza,C1105
C,Industria manufacturera,11,Fabricación de bebidas,110,Fabricación de bebidas,1106,Fabricación de malta,C1106
C,Industria manufacturera,11,Fabricación de bebidas,110,Fabricación de bebidas,1107,Fabricación de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,C1107
C,Industria manufacturera,12,Industria del tabaco,120,Industria del tabaco,1200,Industria del tabaco,C1200
C,Industria manufacturera,13,Industria textil,131,Preparación e hilado de fibras textiles,1310,Preparación e hilado de fibras textiles,C1310
C,Industria manufacturera,13,Industria textil,132,Fabricación de tejidos textiles,1320,Fabricación de tejidos textiles,C1320
C,Industria manufacturera,13,Industria textil,133,Acabado de textiles,1330,Acabado de textiles,C1330
C,Industria manufacturera,13,Industria textil,139,Fabricación de otros productos textiles,1391,Fabricación de tejidos de punto,C1391
C,Industria manufacturera,13,Industria textil,139,Fabricación de otros productos textiles,1392,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",C1392
C,Industria manufacturera,13,Industria textil,139,Fabricación de otros productos textiles,1393,Fabricación de alfombras y moquetas,C1393
C,Industria manufacturera,13,Industria textil,139,Fabricación de otros productos textiles,1394,"Fabricación de cuerdas, cordeles, bramantes y redes",C1394
C,Industria manufacturera,13,Industria textil,139,Fabricación de otros productos textiles,1395,"Fabricación de telas no tejidas y artículos confeccionados con ellas, excepto prendas de vestir",C1395
C,Industria manufacturera,13,Industria textil,139,Fabricación de otros productos textiles,1396,Fabricación de otros productos textiles de uso técnico e industrial,C1396
C,Industria manufacturera,13,Industria textil,139,Fabricación de otros productos textiles,1399,Fabricación de otros productos textiles n.c.o.p.,C1399
C,Industria manufacturera,14,Confección de prendas de vestir,141,"Confección de prendas de vestir, excepto de peletería",1411,Confección de prendas de vestir de cuero,C1411
C,Industria manufacturera,14,Confección de prendas de vestir,141,"Confección de prendas de vestir, excepto de peletería",1412,Confección de ropa de trabajo,C1412
C,Industria manufacturera,14,Confección de prendas de vestir,141,"Confección de prendas de vestir, excepto de peletería",1413,Confección de otras prendas de vestir exteriores,C1413
C,Industria manufacturera,14,Confección de prendas de vestir,141,"Confección de prendas de vestir, excepto de peletería",1414,Confección de ropa interior,C1414
C,Industria manufacturera,14,Confección de prendas de vestir,141,"Confección de prendas de vestir, excepto de peletería",1419,Confección de otras prendas de vestir y accesorios,C1419
C,Industria manufacturera,14,Confección de prendas de vestir,142,Fabricación de artículos de peletería,1420,Fabricación de artículos de peletería,C1420
C,Industria manufacturera,14,Confección de prendas de vestir,143,Confección de prendas de vestir de punto,1431,Confección de calcetería,C1431
C,Industria manufacturera,14,Confección de prendas de vestir,143,Confección de prendas de vestir de punto,1439,Confección de otras prendas de vestir de punto,C1439
C,Industria manufacturera,15,Industria del cuero y del calzado,151,"Preparación, curtido y acabado del cuero; fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería; preparación y teñido de pieles",1511,"Preparación, curtido y acabado del cuero; preparación y teñido de pieles",C1511
C,Industria manufacturera,15,Industria del cuero y del calzado,151,"Preparación, curtido y acabado del cuero; fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería; preparación y teñido de pieles",1512,"Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería",C1512
C,Industria manufacturera,15,Industria del cuero y del calzado,152,Fabricación de calzado,1520,Fabricación de calzado,C1520
C,Industria manufacturera,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",161,Aserrado y cepillado de la madera,1610,Aserrado y cepillado de la madera,C1610
C,Industria manufacturera,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",162,"Fabricación de productos de madera, corcho, cestería y espartería",1621,Fabricación de chapas y tableros de madera,C1621
C,Industria manufacturera,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",162,"Fabricación de productos de madera, corcho, cestería y espartería",1622,Fabricación de suelos de madera ensamblados,C1622
C,Industria manufacturera,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",162,"Fabricación de productos de madera, corcho, cestería y espartería",1623,Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción,C1623
C,Industria manufacturera,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",162,"Fabricación de productos de madera, corcho, cestería y espartería",1624,Fabricación de envases y embalajes de madera,C1624
C,Industria manufacturera,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",162,"Fabricación de productos de madera, corcho, cestería y espartería",1629,"Fabricación de otros productos de madera; artículos de corcho, cestería y espartería",C1629
C,Industria manufacturera,17,Industria del papel,171,"Fabricación de pasta papelera, papel y cartón",1711,Fabricación de pasta papelera,C1711
C,Industria manufacturera,17,Industria del papel,171,"Fabricación de pasta papelera, papel y cartón",1712,Fabricación de papel y cartón,C1712
C,Industria manufacturera,17,Industria del papel,172,Fabricación de artículos de papel y de cartón,1721,Fabricación de papel y cartón ondulados; fabricación de envases y embalajes de papel y cartón,C1721
C,Industria manufacturera,17,Industria del papel,172,Fabricación de artículos de papel y de cartón,1722,"Fabricación de artículos de papel y cartón para uso doméstico, sanitario e higiénico",C1722
C,Industria manufacturera,17,Industria del papel,172,Fabricación de artículos de papel y de cartón,1723,Fabricación de artículos de papelería,C1723
C,Industria manufacturera,17,Industria del papel,172,Fabricación de artículos de papel y de cartón,1724,Fabricación de papeles pintados,C1724
C,Industria manufacturera,17,Industria del papel,172,Fabricación de artículos de papel y de cartón,1729,Fabricación de otros artículos de papel y cartón,C1729
C,Industria manufacturera,18,Artes gráficas y reproducción de soportes grabados,181,Artes gráficas y servicios relacionados con las mismas,1811,Artes gráficas y servicios relacionados con las mismas,C1811
C,Industria manufacturera,18,Artes gráficas y reproducción de soportes grabados,181,Artes gráficas y servicios relacionados con las mismas,1812,Otras actividades de impresión y artes gráficas,C1812
C,Industria manufacturera,18,Artes gráficas y reproducción de soportes grabados,181,Artes gráficas y servicios relacionados con las mismas,1813,Servicios de preimpresión y preparación de soportes,C1813
C,Industria manufacturera,18,Artes gráficas y reproducción de soportes grabados,181,Artes gráficas y servicios relacionados con las mismas,1814,Encuadernación y servicios relacionados con la misma,C1814
C,Industria manufacturera,18,Artes gráficas y reproducción de soportes grabados,182,Reproducción de soportes grabados,1820,Reproducción de soportes grabados,C1820
C,Industria manufacturera,19,Coquerías y refino de petróleo,191,Coquerías,1910,Coquerías,C1910
C,Industria manufacturera,19,Coquerías y refino de petróleo,192,Refino de petróleo,1920,Refino de petróleo,C1920
C,Industria manufacturera,20,Industria química,201,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",2011,Fabricación de gases industriales,C2011
C,Industria manufacturera,20,Industria química,201,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",2012,Fabricación de colorantes y pigmentos,C2012
C,Industria manufacturera,20,Industria química,201,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",2013,Fabricación de otros productos básicos de química inorgánica,C2013
C,Industria manufacturera,20,Industria química,201,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",2014,Fabricación de otros productos básicos de química orgánica,C2014
C,Industria manufacturera,20,Industria química,201,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",2015,Fabricación de fertilizantes y compuestos nitrogenados,C2015
C,Industria manufacturera,20,Industria química,201,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",2016,Fabricación de plásticos en formas primarias,C2016
C,Industria manufacturera,20,Industria química,201,"Fabricación de productos químicos básicos, compuestos nitrogenados, fertilizantes, plásticos y caucho sintético en formas primarias",2017,Fabricación de caucho sintético en formas primarias,C2017
C,Industria manufacturera,20,Industria química,202,Fabricación de pesticidas y otros productos agroquímicos,2020,Fabricación de pesticidas y otros productos agroquímicos,C2020
C,Industria manufacturera,20,Industria química,203,"Fabricación de pinturas, barnices y revestimientos similares; tintas de imprenta y masillas",2030,"Fabricación de pinturas, barnices y revestimientos similares; tintas de imprenta y masillas",C2030
C,Industria manufacturera,20,Industria química,204,"Fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento; fabricación de perfumes y cosméticos",2041,"Fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento",C2041
C,Industria manufacturera,20,Industria química,204,"Fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento; fabricación de perfumes y cosméticos",2042,Fabricación de perfumes y cosméticos,C2042
C,Industria manufacturera,20,Industria química,205,Fabricación de otros productos químicos,2051,Fabricación de explosivos,C2051
C,Industria manufacturera,20,Industria química,205,Fabricación de otros productos químicos,2052,Fabricación de colas,C2052
C,Industria manufacturera,20,Industria química,205,Fabricación de otros productos químicos,2053,Fabricación de aceites esenciales,C2053
C,Industria manufacturera,20,Industria química,205,Fabricación de otros productos químicos,2059,Fabricación de otros productos químicos n.c.o.p.,C2059
C,Industria manufacturera,20,Industria química,206,Fabricación de fibras artificiales y sintéticas,2060,Fabricación de fibras artificiales y sintéticas,C2060
C,Industria manufacturera,21,Fabricación de productos farmacéuticos,211,Fabricación de productos farmacéuticos de base,2110,Fabricación de productos farmacéuticos de base,C2110
C,Industria manufacturera,21,Fabricación de productos farmacéuticos,212,Fabricación de especialidades farmacéuticas,2120,Fabricación de especialidades farmacéuticas,C2120
C,Industria manufacturera,22,Fabricación de productos de caucho y plásticos,221,Fabricación de productos de caucho,2211,Fabricación de neumáticos y cámaras de caucho; reconstrucción y recauchutado de neumáticos,C2211
C,Industria manufacturera,22,Fabricación de productos de caucho y plásticos,221,Fabricación de productos de caucho,2219,Fabricación de otros productos de caucho,C2219
C,Industria manufacturera,22,Fabricación de productos de caucho y plásticos,222,Fabricación de productos de plástico,2221,"Fabricación de placas, hojas, tubos y perfiles de plástico",C2221
C,Industria manufacturera,22,Fabricación de productos de caucho y plásticos,222,Fabricación de productos de plástico,2222,Fabricación de envases y embalajes de plástico,C2222
C,Industria manufacturera,22,Fabricación de productos de caucho y plásticos,222,Fabricación de productos de plástico,2223,Fabricación de productos de plástico para la construcción,C2223
C,Industria manufacturera,22,Fabricación de productos de caucho y plásticos,222,Fabricación de productos de plástico,2229,Fabricación de otros productos de plástico,C2229
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,231,Fabricación de vidrio y productos de vidrio,2311,Fabricación de vidrio plano,C2311
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,231,Fabricación de vidrio y productos de vidrio,2312,Manipulado y transformación de vidrio plano,C2312
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,231,Fabricación de vidrio y productos de vidrio,2313,Fabricación de vidrio hueco,C2313
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,231,Fabricación de vidrio y productos de vidrio,2314,Fabricación de fibra de vidrio,C2314
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,231,Fabricación de vidrio y productos de vidrio,2319,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico",C2319
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,232,Fabricación de productos cerámicos refractarios,2320,Fabricación de productos cerámicos refractarios,C2320
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,233,Fabricación de productos cerámicos para la construcción,2331,Fabricación de azulejos y baldosas de cerámica,C2331
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,233,Fabricación de productos cerámicos para la construcción,2332,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",C2332
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,234,Fabricación de otros productos cerámicos,2341,Fabricación de artículos cerámicos de uso doméstico y ornamental,C2341
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,234,Fabricación de otros productos cerámicos,2342,Fabricación de aparatos sanitarios cerámicos,C2342
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,234,Fabricación de otros productos cerámicos,2343,Fabricación de aisladores y piezas aislantes de material cerámico,C2343
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,234,Fabricación de otros productos cerámicos,2344,Fabricación de otros productos cerámicos de uso técnico,C2344
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,234,Fabricación de otros productos cerámicos,2349,Fabricación de otros productos cerámicos,C2349
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,235,"Fabricación de cemento, cal y yeso",2351,Fabricación de cemento,C2351
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,235,"Fabricación de cemento, cal y yeso",2352,Fabricación de cal y yeso,C2352
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,236,"Fabricación de elementos de hormigón, cemento y yeso",2361,Fabricación de elementos de hormigón para la construcción,C2361
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,236,"Fabricación de elementos de hormigón, cemento y yeso",2362,Fabricación de elementos de yeso para la construcción,C2362
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,236,"Fabricación de elementos de hormigón, cemento y yeso",2363,Fabricación de hormigón fresco,C2363
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,236,"Fabricación de elementos de hormigón, cemento y yeso",2364,Fabricación de mortero,C2364
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,236,"Fabricación de elementos de hormigón, cemento y yeso",2365,Fabricación de fibrocemento,C2365
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,236,"Fabricación de elementos de hormigón, cemento y yeso",2369,"Fabricación de otros productos de hormigón, yeso y cemento",C2369
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,237,"Corte, tallado y acabado de la piedra",2370,"Corte, tallado y acabado de la piedra",C2370
C,Industria manufacturera,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.,2391,Fabricación de productos abrasivos,C2391
