cnae2009_seccion_1digito_cod,cnae2009_seccion_1digito_nombre,cnae2009_division_2digitos_cod,cnae2009_division_2digitos_nombre,cnae2009_grupo_3digitos_cod,cnae2009_grupo_3digitos_nombre,cnae2009_clase_4digitos_cod,cnae2009_clase_4digitos_nombre,cnae2009_clase_4digitos_codint
M,"Actividades profesionales, científicas y técnicas",70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,702,Actividades de consultoría de gestión empresarial,7021,Relaciones públicas y comunicación,M7021
M,"Actividades profesionales, científicas y técnicas",70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,702,Actividades de consultoría de gestión empresarial,7022,Otras actividades de consultoría de gestión empresarial,M7022
M,"Actividades profesionales, científicas y técnicas",71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,711,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7111,Servicios técnicos de arquitectura,M7111
M,"Actividades profesionales, científicas y técnicas",71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,711,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,M7112
M,"Actividades profesionales, científicas y técnicas",71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,712,Ensayos y análisis técnicos,7120,Ensayos y análisis técnicos,M7120
M,"Actividades profesionales, científicas y técnicas",72,Investigación y desarrollo,721,Investigación y desarrollo experimental en ciencias naturales y técnicas,7211,Investigación y desarrollo experimental en biotecnología,M7211
M,"Actividades profesionales, científicas y técnicas",72,Investigación y desarrollo,721,Investigación y desarrollo experimental en ciencias naturales y técnicas,7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,M7219
M,"Actividades profesionales, científicas y técnicas",72,Investigación y desarrollo,722,Investigación y desarrollo experimental en ciencias sociales y humanidades,7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,M7220
M,"Actividades profesionales, científicas y técnicas",73,Publicidad y estudios de mercado,731,Publicidad,7311,Agencias de publicidad,M7311
M,"Actividades profesionales, científicas y técnicas",73,Publicidad y estudios de mercado,731,Publicidad,7312,Servicios de representación de medios de comunicación,M7312
M,"Actividades profesionales, científicas y técnicas",73,Publicidad y estudios de mercado,732,Estudio de mercado y realización de encuestas de opinión pública,7320,Estudio de mercado y realización de encuestas de opinión pública,M7320
M,"Actividades profesionales, científicas y técnicas",74,"Otras actividades profesionales, científicas y técnicas",741,Actividades de diseño especializado,7410,Actividades de diseño especializado,M7410
M,"Actividades profesionales, científicas y técnicas",74,"Otras actividades profesionales, científicas y técnicas",742,Actividades de fotografía,7420,Actividades de fotografía,M7420
M,"Actividades profesionales, científicas y técnicas",74,"Otras actividades profesionales, científicas y técnicas",743,Actividades de traducción e interpretación,7430,Actividades de traducción e interpretación,M7430
M,"Actividades profesionales, científicas y técnicas",74,"Otras actividades profesionales, científicas y técnicas",749,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",M7490
M,"Actividades profesionales, científicas y técnicas",75,Actividades veterinarias,750,Actividades veterinarias,7500,Actividades veterinarias,M7500
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,771,Alquiler de vehículos de motor,7711,Alquiler de automóviles y vehículos de motor ligeros,N7711
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,771,Alquiler de vehículos de motor,7712,Alquiler de camiones,N7712
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,772,Alquiler de efectos personales y artículos de uso doméstico,7721,Alquiler de artículos de ocio y deportivos,N7721
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,772,Alquiler de efectos personales y artículos de uso doméstico,7722,Alquiler de cintas de vídeo y discos,N7722
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,772,Alquiler de efectos personales y artículos de uso doméstico,7729,Alquiler de otros efectos personales y artículos de uso doméstico,N7729
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,773,"Alquiler de otra maquinaria, equipos y bienes tangibles",7731,Alquiler de maquinaria y equipo de uso agrícola,N7731
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,773,"Alquiler de otra maquinaria, equipos y bienes tangibles",7732,Alquiler de maquinaria y equipo para la construcción e ingeniería civil,N7732
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,773,"Alquiler de otra maquinaria, equipos y bienes tangibles",7733,"Alquiler de maquinaria y equipo de oficina, incluidos ordenadores",N7733
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,773,"Alquiler de otra maquinaria, equipos y bienes tangibles",7734,Alquiler de medios de navegación,N7734
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,773,"Alquiler de otra maquinaria, equipos y bienes tangibles",7735,Alquiler de medios de transporte aéreo,N7735
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,773,"Alquiler de otra maquinaria, equipos y bienes tangibles",7739,"Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",N7739
N,Actividades administrativas y servicios auxliares,77,Actividades de alquiler,774,"Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",7740,"Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",N7740
N,Actividades administrativas y servicios auxliares,78,Actividades relacionadas con el empleo,781,Actividades de las agencias de colocación,7810,Actividades de las agencias de colocación,N7810
N,Actividades administrativas y servicios auxliares,78,Actividades relacionadas con el empleo,782,Actividades de las empresas de trabajo temporal,7820,Actividades de las empresas de trabajo temporal,N7820
N,Actividades administrativas y servicios auxliares,78,Actividades relacionadas con el empleo,783,Otra provisión de recursos humanos,7830,Otra provisión de recursos humanos,N7830
N,Actividades administrativas y servicios auxliares,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",791,Actividades de agencias de viajes y operadores turísticos,7911,Actividades de las agencias de viajes,N7911
N,Actividades administrativas y servicios auxliares,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",791,Actividades de agencias de viajes y operadores turísticos,7912,Actividades de los operadores turísticos,N7912
N,Actividades administrativas y servicios auxliares,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",799,Otros servicios de reservas y actividades relacionadas con los mismos,7990,Otros servicios de reservas y actividades relacionadas con los mismos,N7990
N,Actividades administrativas y servicios auxliares,80,Actividades de seguridad e investigación,801,Actividades de seguridad privada,8010,Actividades de seguridad privada,N8010
N,Actividades administrativas y servicios auxliares,80,Actividades de seguridad e investigación,802,Servicios de sistemas de seguridad,8020,Servicios de sistemas de seguridad,N8020
N,Actividades administrativas y servicios auxliares,80,Actividades de seguridad e investigación,803,Actividades de investigación,8030,Actividades de investigación,N8030
N,Actividades administrativas y servicios auxliares,81,Servicios a edificios y actividades de jardinería,811,Servicios integrales a edificios e instalaciones,8110,Servicios integrales a edificios e instalaciones,N8110
N,Actividades administrativas y servicios auxliares,81,Servicios a edificios y actividades de jardinería,812,Actividades de limpieza,8121,Limpieza general de edificios,N8121
N,Actividades administrativas y servicios auxliares,81,Servicios a edificios y actividades de jardinería,812,Actividades de limpieza,8122,Otras actividades de limpieza industrial y de edificios,N8122
N,Actividades administrativas y servicios auxliares,81,Servicios a edificios y actividades de jardinería,812,Actividades de limpieza,8129,Otras actividades de limpieza,N8129
N,Actividades administrativas y servicios auxliares,81,Servicios a edificios y actividades de jardinería,813,Actividades de jardinería,8130,Actividades de jardinería,N8130
N,Actividades administrativas y servicios auxliares,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,821,Actividades administrativas y auxiliares de oficina,8211,Servicios administrativos combinados,N8211
N,Actividades administrativas y servicios auxliares,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,821,Actividades administrativas y auxiliares de oficina,8219,"Actividades de fotocopiado, preparación de documentos y otras actividades especializadas de oficina",N8219
N,Actividades administrativas y servicios auxliares,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,822,Actividades de los centros de llamadas,8220,Actividades de los centros de llamadas,N8220
N,Actividades administrativas y servicios auxliares,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,823,Organización de convenciones y ferias de muestras,8230,Organización de convenciones y ferias de muestras,N8230
N,Actividades administrativas y servicios auxliares,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,829,Actividades de apoyo a las empresas n.c.o.p.,8291,Actividades de las agencias de cobros y de información comercial,N8291
N,Actividades administrativas y servicios auxliares,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,829,Actividades de apoyo a las empresas n.c.o.p.,8292,Actividades de envasado y empaquetado,N8292
N,Actividades administrativas y servicios auxliares,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,829,Actividades de apoyo a las empresas n.c.o.p.,8299,Otras actividades de apoyo a las empresas n.c.o.p.,N8299
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,841,Administración Pública y de la política económica y social,8411,Actividades generales de la Administración Pública,O8411
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,841,Administración Pública y de la política económica y social,8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",O8412
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,841,Administración Pública y de la política económica y social,8413,Regulación de la actividad económica y contribución a su mayor eficiencia,O8413
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,842,Prestación de servicios a la comunidad en general,8421,Asuntos exteriores,O8421
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,842,Prestación de servicios a la comunidad en general,8422,Defensa,O8422
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,842,Prestación de servicios a la comunidad en general,8423,Justicia,O8423
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,842,Prestación de servicios a la comunidad en general,8424,Orden público y seguridad,O8424
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,842,Prestación de servicios a la comunidad en general,8425,Protección civil,O8425
O,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración Pública y defensa; Seguridad Social obligatoria,843,Seguridad Social obligatoria,8430,Seguridad Social obligatoria,O8430
P,Educación,85,Educación,851,Educación preprimaria,8510,Educación preprimaria,P8510
P,Educación,85,Educación,852,Educación primaria,8520,Educación primaria,P8520
P,Educación,85,Educación,853,Educación secundaria,8531,Educación secundaria general,P8531
P,Educación,85,Educación,853,Educación secundaria,8532,Educación secundaria técnica y profesional,P8532
P,Educación,85,Educación,854,Educación postsecundaria,8541,Educación postsecundaria no terciaria,P8541
P,Educación,85,Educación,854,Educación postsecundaria,8543,Educación universitaria,P8543
P,Educación,85,Educación,854,Educación postsecundaria,8544,Educación terciaria no universitaria,P8544
P,Educación,85,Educación,855,Otra educación,8551,Educación deportiva y recreativa,P8551
P,Educación,85,Educación,855,Otra educación,8552,Educación cultural,P8552
P,Educación,85,Educación,855,Otra educación,8553,Actividades de las escuelas de conducción y pilotaje,P8553
P,Educación,85,Educación,855,Otra educación,8559,Otra educación n.c.o.p.,P8559
P,Educación,85,Educación,856,Actividades auxiliares a la educación,8560,Actividades auxiliares a la educación,P8560
Q,Actividades sanitarias y de servicios sociales,86,Actividades sanitarias,861,Actividades hospitalarias,8610,Actividades hospitalarias,Q8610
Q,Actividades sanitarias y de servicios sociales,86,Actividades sanitarias,862,Actividades médicas y odontológicas,8621,Actividades de medicina general,Q8621
Q,Actividades sanitarias y de servicios sociales,86,Actividades sanitarias,862,Actividades médicas y odontológicas,8622,Actividades de medicina especializada,Q8622
Q,Actividades sanitarias y de servicios sociales,86,Actividades sanitarias,862,Actividades médicas y odontológicas,8623,Actividades odontológicas,Q8623
Q,Actividades sanitarias y de servicios sociales,86,Actividades sanitarias,869,Otras actividades sanitarias,8690,Otras actividades sanitarias,Q8690
Q,Actividades sanitarias y de servicios sociales,87,Asistencia en establecimientos residenciales,871,Asistencia en establecimientos residenciales con cuidados sanitarios,8710,Asistencia en establecimientos residenciales con cuidados sanitarios,Q8710
Q,Actividades sanitarias y de servicios sociales,87,Asistencia en establecimientos residenciales,872,"Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia",8720,"Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia",Q8720
Q,Actividades sanitarias y de servicios sociales,87,Asistencia en establecimientos residenciales,873,Asistencia en establecimientos residenciales para personas mayores y con discapacidad física,8731,Asistencia en establecimientos residenciales para personas mayores,Q8731
Q,Actividades sanitarias y de servicios sociales,87,Asistencia en establecimientos residenciales,873,Asistencia en establecimientos residenciales para personas mayores y con discapacidad física,8732,Asistencia en establecimientos residenciales para personas con discapacidad física,Q8732
Q,Actividades sanitarias y de servicios sociales,87,Asistencia en establecimientos residenciales,879,Otras actividades de asistencia en establecimientos residenciales,8790,Otras actividades de asistencia en establecimientos residenciales,Q8790
Q,Actividades sanitarias y de servicios sociales,88,Actividades de servicios sociales sin alojamiento,881,Actividades de servicios sociales sin alojamiento para personas mayores y con discapacidad,8811,Actividades de servicios sociales sin alojamiento para personas mayores,Q8811
Q,Actividades sanitarias y de servicios sociales,88,Actividades de servicios sociales sin alojamiento,881,Actividades de servicios sociales sin alojamiento para personas mayores y con discapacidad,8812,Actividades de servicios sociales sin alojamiento para personas con discapacidad,Q8812
Q,Actividades sanitarias y de servicios sociales,88,Actividades de servicios sociales sin alojamiento,889,Otros actividades de servicios sociales sin alojamiento,8891,Actividades de cuidado diurno de niños,Q8891
Q,Actividades sanitarias y de servicios sociales,88,Actividades de servicios sociales sin alojamiento,889,Otros actividades de servicios sociales sin alojamiento,8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,Q8899
R,"Actividades artísticas, recreativas y de entrenimiento",90,"Actividades de creación, artísticas y espectáculos",900,"Actividades de creación, artísticas y espectáculos",9001,Artes escénicas,R9001
R,"Actividades artísticas, recreativas y de entrenimiento",90,"Actividades de creación, artísticas y espectáculos",900,"Actividades de creación, artísticas y espectáculos",9002,Actividades auxiliares a las artes escénicas,R9002
R,"Actividades artísticas, recreativas y de entrenimiento",90,"Actividades de creación, artísticas y espectáculos",900,"Actividades de creación, artísticas y espectáculos",9003,Creación artística y literaria,R9003
R,"Actividades artísticas, recreativas y de entrenimiento",90,"Actividades de creación, artísticas y espectáculos",900,"Actividades de creación, artísticas y espectáculos",9004,Gestión de salas de espectáculos,R9004
R,"Actividades artísticas, recreativas y de entrenimiento",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9102,Actividades de museos,R9102
R,"Actividades artísticas, recreativas y de entrenimiento",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9103,Gestión de lugares y edificios históricos,R9103
R,"Actividades artísticas, recreativas y de entrenimiento",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9104,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",R9104
R,"Actividades artísticas, recreativas y de entrenimiento",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9105,Actividades de bibliotecas,R9105
R,"Actividades artísticas, recreativas y de entrenimiento",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9106,Actividades de archivos,R9106
R,"Actividades artísticas, recreativas y de entrenimiento",92,Actividades de juegos de azar y apuestas,920,Actividades de juegos de azar y apuestas,9200,Actividades de juegos de azar y apuestas,R9200
R,"Actividades artísticas, recreativas y de entrenimiento",93,"Actividades deportivas, recreativas y de entretenimiento",931,Actividades deportivas,9311,Gestión de instalaciones deportivas,R9311
R,"Actividades artísticas, recreativas y de entrenimiento",93,"Actividades deportivas, recreativas y de entretenimiento",931,Actividades deportivas,9312,Actividades de los clubes deportivos,R9312
R,"Actividades artísticas, recreativas y de entrenimiento",93,"Actividades deportivas, recreativas y de entretenimiento",931,Actividades deportivas,9313,Actividades de los gimnasios,R9313
R,"Actividades artísticas, recreativas y de entrenimiento",93,"Actividades deportivas, recreativas y de entretenimiento",931,Actividades deportivas,9319,Otras actividades deportivas,R9319
R,"Actividades artísticas, recreativas y de entrenimiento",93,"Actividades deportivas, recreativas y de entretenimiento",932,Actividades recreativas y de entretenimiento,9321,Actividades de los parques de atracciones y los parques temáticos,R9321
R,"Actividades artísticas, recreativas y de entrenimiento",93,"Actividades deportivas, recreativas y de entretenimiento",932,Actividades recreativas y de entretenimiento,9329,Otras actividades recreativas y de entretenimiento,R9329
S,Otros servicios,94,Actividades asociativas,941,"Actividades de organizaciones empresariales, profesionales y patronales",9411,Actividades de organizaciones empresariales y patronales,S9411
S,Otros servicios,94,Actividades asociativas,941,"Actividades de organizaciones empresariales, profesionales y patronales",9412,Actividades de organizaciones profesionales,S9412
S,Otros servicios,94,Actividades asociativas,942,Actividades sindicales,9420,Actividades sindicales,S9420
S,Otros servicios,94,Actividades asociativas,949,Otras actividades asociativas,9491,Actividades de organizaciones religiosas,S9491
S,Otros servicios,94,Actividades asociativas,949,Otras actividades asociativas,9492,Actividades de organizaciones políticas,S9492
S,Otros servicios,94,Actividades asociativas,949,Otras actividades asociativas,9499,Otras actividades asociativas n.c.o.p.,S9499
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",951,Reparación de ordenadores y equipos de comunicación,9511,Reparación de ordenadores y equipos periféricos,S9511
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",951,Reparación de ordenadores y equipos de comunicación,9512,Reparación de equipos de comunicación,S9512
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",952,Reparación de efectos personales y artículos de uso doméstico,9521,Reparación de aparatos electrónicos de audio y vídeo de uso doméstico,S9521
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",952,Reparación de efectos personales y artículos de uso doméstico,9522,Reparación de aparatos electrodomésticos y de equipos para el hogar y el jardín,S9522
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",952,Reparación de efectos personales y artículos de uso doméstico,9523,Reparación de calzado y artículos de cuero,S9523
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",952,Reparación de efectos personales y artículos de uso doméstico,9524,Reparación de muebles y artículos de menaje,S9524
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",952,Reparación de efectos personales y artículos de uso doméstico,9525,Reparación de relojes y joyería,S9525
S,Otros servicios,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",952,Reparación de efectos personales y artículos de uso doméstico,9529,Reparación de otros efectos personales y artículos de uso doméstico,S9529
S,Otros servicios,96,Otros servicios personales,960,Otros servicios personales,9601,Lavado y limpieza de prendas textiles y de piel,S9601
S,Otros servicios,96,Otros servicios personales,960,Otros servicios personales,9602,Peluquería y otros tratamientos de belleza,S9602
S,Otros servicios,96,Otros servicios personales,960,Otros servicios personales,9603,Pompas fúnebres y actividades relacionadas,S9603
S,Otros servicios,96,Otros servicios personales,960,Otros servicios personales,9604,Actividades de mantenimiento físico,S9604
S,Otros servicios,96,Otros servicios personales,960,Otros servicios personales,9609,Otras servicios personales n.c.o.p.,S9609
T,Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio,97,Actividades de los hogares como empleadores de personal doméstico,970,Actividades de los hogares como empleadores de personal doméstico,9700,Actividades de los hogares como empleadores de personal doméstico,T9700
T,Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio,98,Actividades de los hogares como productores de bienes y servicios para uso propio,981,Actividades de los hogares como productores de bienes para uso propio,9810,Actividades de los hogares como productores de bienes para uso propio,T9810
T,Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio,98,Actividades de los hogares como productores de bienes y servicios para uso propio,982,Actividades de los hogares como productores de servicios para uso propio,9820,Actividades de los hogares como productores de servicios para uso propio,T9820
U,Actividades de organizaciones y organismos extraterritoriales,99,Actividades de organizaciones y organismos extraterritoriales,990,Actividades de organizaciones y organismos extraterritoriales,9900,Actividades de organizaciones y organismos extraterritoriales,U9900
